customer_id,first_name,last_name,age,province,city,employment_status,income,customer_since,Start_Year,Start_Month,Start_Day,Weekday,cus_trans_count,cus_total_trans_val,customer_avg_trans,cus_max_trans,customer_segment
32724,Zanele,Williams,41,Limpopo,Tzaneen,Student,36571.54,2018-06-05,2018,6,5,1,13.0,734171.9,56474.76153846154,720700.02,High Income
32725,Zanele,Adams,42,Eastern Cape,Mthatha,Employed,11375.84,2019-09-18,2019,9,18,2,20.0,23189.28,1159.464,4593.72,Middle Income
32726,Emma,Nkosi,53,Gauteng,Johannesburg,Unemployed,32099.21,2016-08-06,2016,8,6,5,12.0,16041.12,1336.76,7325.53,High Income
32727,Bongani,Khumalo,43,North West,Mahikeng,Employed,43666.75,2020-03-15,2020,3,15,6,,,,,High Income
32728,Ayanda,Adams,35,Mpumalanga,Emalahleni,Employed,7062.49,2020-07-09,2020,7,9,3,3.0,2416.74,805.5799999999999,1989.22,Low Income
32729,Bongani,Ndlovu,60,Free State,Welkom,Student,4992.82,2023-05-08,2023,5,8,0,16.0,9570.72,598.1700000000001,1662.91,Low Income
32730,Emma,Ndlovu,30,Western Cape,Paarl,Self-employed,8120.55,2016-08-16,2016,8,16,1,18.0,17081.09,948.9494444444445,4837.17,Low Income
32731,Lerato,Botha,44,Gauteng,Johannesburg,Self-employed,20098.86,2022-03-29,2022,3,29,1,10.0,16371.07,1637.107,5963.59,Middle Income
32732,Oliver,Williams,24,Mpumalanga,Emalahleni,Employed,22926.77,2021-06-01,2021,6,1,1,3.0,3154.63,1051.5433333333333,2228.69,Middle Income
32733,Kabelo,Mokoena,37,Northern Cape,Upington,Employed,13717.55,2018-03-18,2018,3,18,6,13.0,7723.28,594.0984615384615,1201.85,Middle Income
32734,Ethan,Botha,54,Gauteng,Johannesburg,Employed,22097.37,2015-01-01,2015,1,1,3,15.0,575819.49,38387.966,546118.92,Middle Income
32735,Lerato,Mokoena,62,Gauteng,Pretoria,Self-employed,17409.53,2020-09-01,2020,9,1,1,19.0,16072.73,845.9331578947368,3015.15,Middle Income
32736,Anele,Khumalo,32,Kwazulu-Natal,Durban,Employed,12480.19,2013-11-09,2013,11,9,5,,,,,Middle Income
32737,Mia,Dlamini,54,Western Cape,Stellenbosch,Self-employed,18735.85,2012-02-04,2012,2,4,5,27.0,23750.88,879.6622222222222,4258.37,Middle Income
32738,Nomsa,Jacobs,40,Kwazulu-Natal,Richards Bay,Employed,22320.41,2024-06-10,2024,6,10,0,26.0,27006.96,1038.7292307692308,3541.79,Middle Income
32739,Ethan,Adams,33,North West,Rustenburg,Employed,16962.92,2015-01-18,2015,1,18,6,6.0,11905.48,1984.246666666667,4885.9,Middle Income
32740,Ethan,Williams,42,Gauteng,Johannesburg,Retired,33306.03,2013-10-28,2013,10,28,0,11.0,29355.05,2668.640909090909,8382.12,High Income
32741,Sophia,Khumalo,47,Free State,Bloemfontein,Self-employed,51516.24,2020-06-22,2020,6,22,0,8.0,5278.87,659.85875,2228.59,High Income
32742,Ethan,Van Wyk,20,Kwazulu-Natal,Richards Bay,Employed,9009.94,2013-03-24,2013,3,24,6,16.0,14734.45,920.903125,2189.9,Low Income
32743,Ethan,Mokoena,39,Gauteng,Midrand,Retired,21207.99,1900-01-01,1900,1,1,0,7.0,4950.37,707.1957142857143,1724.55,Middle Income
32744,Lucas,Van Wyk,47,Gauteng,Midrand,Employed,23363.98,2017-04-16,2017,4,16,6,10.0,4882.99,488.299,973.01,Middle Income
32745,Oliver,Sithole,24,Kwazulu-Natal,Durban,Self-employed,27063.79,2012-11-01,2012,11,1,3,31.0,34837.3,1123.783870967742,8012.9,Middle Income
32746,Thabo,Pillay,37,Free State,Welkom,Unemployed,18362.59,2023-03-16,2023,3,16,3,17.0,13301.37,782.4335294117647,2272.87,Middle Income
32747,Ethan,Sithole,18,Kwazulu-Natal,Pietermaritzburg,Employed,22121.08,2017-01-30,2017,1,30,0,17.0,21891.5,1287.735294117647,7421.56,Middle Income
32748,Ava,Ndlovu,30,North West,Rustenburg,Unemployed,0.0,2012-04-26,2012,4,26,3,,,,,
32749,Sipho,Nkosi,18,Western Cape,George,Employed,5603.59,1900-01-01,1900,1,1,0,,,,,Low Income
32750,Nomsa,Mthembu,24,North West,Klerksdorp,Employed,6317.44,2018-03-04,2018,3,4,6,11.0,14357.34,1305.2127272727273,5713.65,Low Income
32751,Lerato,Mokoena,19,Kwazulu-Natal,Durban,Unemployed,22245.38,2023-07-31,2023,7,31,0,7.0,3755.41,536.4871428571429,2036.91,Middle Income
32752,Naledi,Williams,41,Gauteng,Johannesburg,Employed,37618.17,2016-11-13,2016,11,13,6,,,,,High Income
32753,Oliver,Jacobs,42,Western Cape,George,Retired,20903.71,2024-03-30,2024,3,30,5,,,,,Middle Income
32754,Bongani,Molefe,35,Gauteng,Midrand,Employed,29119.26,2025-01-20,2025,1,20,0,,,,,Middle Income
32755,Oliver,Mahlangu,36,Kwazulu-Natal,Pietermaritzburg,Retired,10847.07,2022-12-27,2022,12,27,1,,,,,Middle Income
32756,Amelia,Van Wyk,60,North West,Rustenburg,Employed,22961.41,2019-11-18,2019,11,18,0,11.0,8915.7,810.5181818181819,2337.37,Middle Income
32757,Lucas,Adams,27,Free State,Bloemfontein,Employed,61087.1,2024-07-13,2024,7,13,5,17.0,36489.33,2146.4311764705885,9120.05,Very High Income
32758,Sibusiso,Jacobs,59,Western Cape,George,Employed,13835.76,2013-10-27,2013,10,27,6,13.0,8429.3,648.4076923076923,2041.17,Middle Income
32759,Ayanda,Williams,39,Gauteng,Soweto,Employed,23279.22,2022-12-04,2022,12,4,6,,,,,Middle Income
32760,Naledi,Botha,46,Kwazulu-Natal,Durban,Self-employed,33753.11,2012-11-16,2012,11,16,4,10.0,7408.059999999999,740.8059999999999,2263.84,High Income
32761,Mia,Botha,43,Limpopo,Tzaneen,Nan,10842.37,2017-05-15,2017,5,15,0,,,,,Middle Income
32762,Oliver,Van Wyk,51,Free State,Welkom,Employed,11068.32,2023-05-23,2023,5,23,1,22.0,18688.06,849.4572727272728,2498.87,Middle Income
32763,Mia,Williams,18,Gauteng,Midrand,Self-employed,13833.13,2020-12-14,2020,12,14,0,9.0,10461.61,1162.4011111111113,3719.91,Middle Income
32764,Anele,Williams,52,Western Cape,Paarl,Employed,56694.05,2019-11-29,2019,11,29,4,,,,,High Income
32765,Sipho,Mthembu,66,Gauteng,Midrand,Employed,11250.32,2017-08-28,2017,8,28,0,17.0,14375.46,845.615294117647,2415.71,Middle Income
32766,Bongani,Mthembu,45,Kwazulu-Natal,Durban,Student,31295.18,2018-03-29,2018,3,29,3,30.0,26446.07,881.5356666666667,4679.19,High Income
32767,Kabelo,Adams,50,Western Cape,Stellenbosch,Employed,37172.31,2023-10-23,2023,10,23,0,8.0,9709.26,1213.6575,5123.76,High Income
32768,Noah,Dlamini,25,Gauteng,Soweto,Self-employed,23847.81,2014-03-30,2014,3,30,6,11.0,10348.01,940.7281818181818,2266.16,Middle Income
32769,Ayanda,Mabena,35,Limpopo,Polokwane,Employed,8319.0,2015-03-17,2015,3,17,1,8.0,7875.0,984.375,2760.15,Low Income
32770,Ayanda,Mokoena,38,Gauteng,Midrand,Student,42757.01,2023-02-14,2023,2,14,1,10.0,12229.58,1222.958,4084.34,High Income
32771,Lucas,Mabena,39,Northern Cape,Kuruman,Employed,24813.35,2012-08-06,2012,8,6,0,,,,,Middle Income
32772,Sipho,Mokoena,46,Free State,Bethlehem,Student,28900.4,2023-09-30,2023,9,30,5,30.0,29566.27,985.5423333333332,4508.19,Middle Income
32773,Sophia,Jacobs,27,Gauteng,Pretoria,Employed,9161.75,2019-06-25,2019,6,25,1,17.0,17878.16,1051.6564705882354,3960.77,Low Income
32774,Sibusiso,Van Wyk,39,Western Cape,Cape Town,Retired,30336.15,2023-10-17,2023,10,17,1,6.0,7100.33,1183.388333333333,3099.66,High Income
32775,Sibusiso,Sithole,46,Kwazulu-Natal,Durban,Self-employed,42786.85,2015-09-07,2015,9,7,0,,,,,High Income
32776,Sophia,Ndlovu,39,Eastern Cape,Mthatha,Employed,55725.33,2023-09-18,2023,9,18,0,13.0,444905.2,34223.47692307692,435311.24,High Income
32777,Ethan,Dlamini,53,Kwazulu-Natal,Pietermaritzburg,Student,38478.19,2020-05-20,2020,5,20,2,,,,,High Income
32778,Amelia,Botha,44,Mpumalanga,Emalahleni,Employed,34580.77,2013-10-06,2013,10,6,6,11.0,22911.58,2082.8709090909088,6091.7,High Income
32779,Kabelo,Mabena,36,Free State,Bloemfontein,Employed,24579.89,2021-07-13,2021,7,13,1,,,,,Middle Income
32780,Liam,Mthembu,48,Kwazulu-Natal,Richards Bay,Employed,21720.32,2012-11-28,2012,11,28,2,10.0,17397.21,1739.721,8765.54,Middle Income
32781,Mia,Botha,50,Western Cape,Cape Town,Employed,14220.96,2018-08-13,2018,8,13,0,14.0,55283.87,3948.847857142857,36376.02,Middle Income
32782,Mia,Ndlovu,54,Gauteng,Midrand,Employed,31662.25,2013-11-26,2013,11,26,1,20.0,19041.94,952.097,3071.35,High Income
32783,Ayanda,Molefe,76,Kwazulu-Natal,Richards Bay,Employed,19416.22,2016-09-26,2016,9,26,0,17.0,12791.66,752.4505882352942,2062.88,Middle Income
32784,Nomsa,Pillay,27,Gauteng,Midrand,Unemployed,35696.31,2024-03-09,2024,3,9,5,23.0,23525.14,1022.8321739130434,4704.1,High Income
32785,Lucas,Mabena,34,Limpopo,Polokwane,Employed,18001.4,2023-10-29,2023,10,29,6,21.0,21531.67,1025.317619047619,3404.29,Middle Income
32786,Amelia,Mahlangu,36,Kwazulu-Natal,Durban,Unemployed,21857.23,2014-11-07,2014,11,7,4,5.0,5988.06,1197.612,3747.53,Middle Income
32787,Naledi,Van Wyk,45,Gauteng,Midrand,Self-employed,25270.56,2022-07-04,2022,7,4,0,7.0,3218.01,459.7157142857144,894.98,Middle Income
32788,Amahle,Mabena,36,Free State,Welkom,Employed,9819.07,2014-02-18,2014,2,18,1,23.0,21274.71,924.9873913043476,2733.68,Low Income
32789,Nomsa,Sithole,47,Kwazulu-Natal,Durban,Self-employed,19141.98,2022-02-02,2022,2,2,2,24.0,20072.6,836.3583333333332,2731.0,Middle Income
32790,Amahle,Van Wyk,51,Gauteng,Soweto,Employed,54465.92,2014-05-05,2014,5,5,0,23.0,24073.1,1046.6565217391303,4777.28,High Income
32791,Anele,Mahlangu,18,Kwazulu-Natal,Durban,Employed,34380.42,2024-11-23,2024,11,23,5,9.0,6909.28,767.6977777777778,3647.89,High Income
32792,Nomsa,Botha,40,Eastern Cape,East London,Unemployed,22806.95,2013-07-06,2013,7,6,5,,,,,Middle Income
32793,Ethan,Adams,25,Kwazulu-Natal,Richards Bay,Employed,18154.97,2012-09-19,2012,9,19,2,9.0,9437.48,1048.608888888889,3330.67,Middle Income
32794,Sipho,Mahlangu,46,Gauteng,Johannesburg,Employed,39967.41,2018-08-14,2018,8,14,1,6.0,2437.28,406.2133333333333,757.38,High Income
32795,Sibusiso,Mokoena,37,Eastern Cape,Mthatha,Self-employed,9047.14,2022-02-18,2022,2,18,4,,,,,Low Income
32796,Ava,Naidoo,32,Eastern Cape,East London,Unemployed,12295.6,2024-09-19,2024,9,19,3,3.0,1454.92,484.97333333333336,745.59,Middle Income
32797,Naledi,Mokoena,18,Western Cape,Stellenbosch,Employed,100362.57,2013-03-06,2013,3,6,2,18.0,29321.12,1628.951111111111,5346.1,Very High Income
32798,Ava,Mahlangu,65,Gauteng,Johannesburg,Employed,0.0,2022-05-31,2022,5,31,1,27.0,20267.26,750.6392592592592,3478.42,
32799,Noah,Sithole,47,Eastern Cape,Gqeberha,Student,24595.88,2013-03-01,2013,3,1,4,16.0,25309.47,1581.841875,9095.87,Middle Income
32800,Zanele,Naidoo,44,Gauteng,Johannesburg,Employed,29498.73,2017-11-26,2017,11,26,6,,,,,Middle Income
32801,Bongani,Van Wyk,20,North West,Mahikeng,Employed,21612.75,2020-03-13,2020,3,13,4,6.0,4544.39,757.3983333333334,1107.18,Middle Income
32802,Sophia,Naidoo,31,Gauteng,Pretoria,Unemployed,28619.41,2023-05-25,2023,5,25,3,8.0,13154.34,1644.2925,5231.52,Middle Income
32803,Amahle,Mokoena,39,Free State,Welkom,Employed,5331.28,2015-06-08,2015,6,8,0,,,,,Low Income
32804,Amahle,Nkosi,40,Northern Cape,Upington,Employed,41318.4,2023-09-29,2023,9,29,4,3.0,1674.35,558.1166666666667,747.33,High Income
32805,Sophia,Adams,52,Gauteng,Johannesburg,Nan,30326.19,2021-05-02,2021,5,2,6,5.0,18348.18,3669.636,15885.95,High Income
32806,Naledi,Jacobs,39,Kwazulu-Natal,Durban,Student,38892.02,2023-03-29,2023,3,29,2,29.0,24632.98,849.4131034482758,4181.14,High Income
32807,Sibusiso,Mabena,41,Western Cape,George,Employed,18277.16,2013-03-21,2013,3,21,3,5.0,5284.62,1056.924,1860.88,Middle Income
32808,Nomsa,Mabena,37,Eastern Cape,East London,Employed,16625.56,2016-06-17,2016,6,17,4,2.0,1642.66,821.3299999999999,1222.78,Middle Income
32809,Emma,Mthembu,30,Northern Cape,Kimberley,Self-employed,30187.72,2018-10-30,2018,10,30,1,12.0,11697.71,974.8091666666668,4877.18,High Income
32810,Sibusiso,Mokoena,34,Northern Cape,Upington,Employed,19323.68,2017-04-18,2017,4,18,1,22.0,29162.41,1325.564090909091,11093.5,Middle Income
32811,Ava,Mokoena,29,Gauteng,Soweto,Employed,15548.27,2014-10-22,2014,10,22,2,36.0,43381.0,1205.0277777777778,6316.54,Middle Income
32812,Bongani,Mthembu,20,Limpopo,Thohoyandou,Employed,18783.08,2013-08-17,2013,8,17,5,24.0,-978413.42,-40767.22583333334,2558.44,Middle Income
32813,Nomsa,Naidoo,54,Limpopo,Thohoyandou,Student,14095.47,2012-04-25,2012,4,25,2,9.0,11274.38,1252.7088888888889,3907.08,Middle Income
32814,Naledi,Mthembu,55,Gauteng,Johannesburg,Self-employed,16538.28,2018-08-03,2018,8,3,4,3.0,1143.67,381.22333333333336,641.82,Middle Income
32815,Lerato,Dlamini,61,Limpopo,Polokwane,Unemployed,11978.26,2025-11-23,2025,11,23,6,,,,,Middle Income
32816,Emma,Jacobs,32,Gauteng,Johannesburg,Employed,28843.25,2022-06-19,2022,6,19,6,16.0,11578.85,723.678125,4112.97,Middle Income
32817,Nomsa,Molefe,37,Northern Cape,Kimberley,Employed,12721.67,2023-07-15,2023,7,15,5,6.0,7821.4,1303.5666666666666,5224.0,Middle Income
32818,Zanele,Adams,51,Mpumalanga,Emalahleni,Employed,88942.19,2015-04-28,2015,4,28,1,5.0,4510.22,902.044,2298.46,Very High Income
32819,Oliver,Dlamini,48,Kwazulu-Natal,Durban,Self-employed,21434.89,2024-03-14,2024,3,14,3,11.0,13896.41,1263.31,3167.94,Middle Income
32820,Thabo,Botha,27,Gauteng,Soweto,Retired,7503.37,2021-02-13,2021,2,13,5,7.0,8381.01,1197.287142857143,2377.04,Low Income
32821,Sibusiso,Williams,40,North West,Mahikeng,Employed,14693.74,2023-06-10,2023,6,10,5,,,,,Middle Income
32822,Noah,Mthembu,43,Western Cape,Cape Town,Nan,17472.66,2025-09-19,2025,9,19,4,,,,,Middle Income
32823,Sipho,Mahlangu,47,Kwazulu-Natal,Richards Bay,Employed,18956.26,2020-10-14,2020,10,14,2,8.0,8531.529999999999,1066.44125,1813.85,Middle Income
32824,Sipho,Williams,25,Kwazulu-Natal,Pietermaritzburg,Employed,0.0,2012-08-23,2012,8,23,3,17.0,14247.28,838.0752941176471,2434.04,
32825,Lerato,Ndlovu,32,Gauteng,Pretoria,Employed,26763.6,2015-12-09,2015,12,9,2,,,,,Middle Income
32826,Emma,Mabena,53,Western Cape,Stellenbosch,Student,29887.13,2014-02-21,2014,2,21,4,11.0,5446.7300000000005,495.1572727272728,1318.92,Middle Income
32827,Noah,Ndlovu,37,Gauteng,Soweto,Student,11145.4,2025-12-22,2025,12,22,0,,,,,Middle Income
32828,Ethan,Mthembu,35,Northern Cape,Kimberley,Student,8699.14,2022-09-17,2022,9,17,5,,,,,Low Income
32829,Naledi, Williams ,27,Limpopo,Polokwane,Employed,12796.1,2015-12-13,2015,12,13,6,14.0,13613.57,972.3978571428572,3191.41,Middle Income
32830,Zanele,Mahlangu,34,Limpopo,Thohoyandou,Self-employed,9744.68,2018-07-18,2018,7,18,2,3.0,2690.5,896.8333333333334,1283.39,Low Income
32831,Naledi,Mthembu,41,Kwazulu-Natal,Pietermaritzburg,Self-employed,28962.23,2014-12-24,2014,12,24,2,,,,,Middle Income
32832,Liam,Van Wyk,53,Eastern Cape,East London,Student,12698.38,2016-07-16,2016,7,16,5,25.0,47294.7,1891.788,8452.1,Middle Income
32833,Amelia,Sithole,32,Kwazulu-Natal,Pietermaritzburg,Employed,15238.16,2019-10-15,2019,10,15,1,3.0,5663.21,1887.736666666667,2469.85,Middle Income
32834,Ava,Naidoo,56,Eastern Cape,Mthatha,Employed,14332.56,2020-04-13,2020,4,13,0,,,,,Middle Income
32835,Zanele,Williams,35,Mpumalanga,Mbombela,Employed,9687.94,2020-10-03,2020,10,3,5,,,,,Low Income
32836,Ethan,Dlamini,27,Gauteng,Johannesburg,Self-employed,36644.21,2016-08-10,2016,8,10,2,,,,,High Income
32837,Zanele,Dlamini,47,North West,Mahikeng,Employed,29226.34,2022-11-05,2022,11,5,5,5.0,3543.48,708.696,1852.38,Middle Income
32838,Mia,Williams,40,Mpumalanga,Secunda,Employed,57429.09,2015-07-13,2015,7,13,0,19.0,23154.7,1218.6684210526316,8143.05,High Income
32839,Lucas,Pillay,34,Gauteng,Midrand,Unemployed,25488.86,2016-02-07,2016,2,7,6,,,,,Middle Income
32840,Liam,Molefe,37,Northern Cape,Kimberley,Employed,31261.07,2018-09-08,2018,9,8,5,6.0,6006.84,1001.14,2079.87,High Income
32841,Kabelo,Botha,58,Mpumalanga,Emalahleni,Employed,29576.59,2019-09-28,2019,9,28,5,7.0,4538.25,648.3214285714286,1952.91,Middle Income
32842,Naledi,Molefe,36,Western Cape,Cape Town,Employed,35825.86,2014-12-13,2014,12,13,5,16.0,11991.25,749.453125,4171.97,High Income
32843,Lerato,Dlamini,42,Western Cape,Stellenbosch,Employed,58802.4,2013-04-17,2013,4,17,2,,,,,High Income
32844,Kabelo,Adams,44,Eastern Cape,Gqeberha,Employed,18733.22,2012-03-01,2012,3,1,3,19.0,24199.81,1273.6742105263156,10346.81,Middle Income
32845,Emma,Mabena,40,Limpopo,Thohoyandou,Retired,37130.9,2021-07-24,2021,7,24,5,7.0,12846.830000000002,1835.2614285714287,5321.77,High Income
32846,Emma,Jacobs,39,Gauteng,Pretoria,Employed,15211.81,2012-04-28,2012,4,28,5,11.0,403478.82,36679.89272727273,398808.69,Middle Income
32847,Lerato,Dlamini,20,Kwazulu-Natal,Pietermaritzburg,Self-employed,18443.68,2018-04-26,2018,4,26,3,,,,,Middle Income
32848,Sipho,Mabena,22,Kwazulu-Natal,Durban,Employed,20877.11,2022-04-17,2022,4,17,6,17.0,11333.09,666.6523529411764,1802.68,Middle Income
32849,Ayanda,Mokoena,23,Kwazulu-Natal,Richards Bay,Employed,0.0,2012-01-15,2012,1,15,6,24.0,19626.93,817.78875,2250.99,
32850,Mia,Mahlangu,26,Western Cape,Cape Town,Self-employed,9365.88,2012-09-09,2012,9,9,6,,,,,Low Income
32851,Oliver,Molefe,33,Gauteng,Soweto,Employed,11755.43,2024-12-21,2024,12,21,5,,,,,Middle Income
32852,Ayanda,Ndlovu,19,Limpopo,Polokwane,Self-employed,18996.0,2025-02-24,2025,2,24,0,17.0,15468.77,909.9276470588236,4592.81,Middle Income
32853,Zanele,Mahlangu,32,Western Cape,Paarl,Employed,33364.93,2012-02-14,2012,2,14,1,10.0,10126.33,1012.633,3549.79,High Income
32854,Ayanda,Williams,51,Eastern Cape,Gqeberha,Employed,23423.47,2012-01-08,2012,1,8,6,9.0,12084.91,1342.7677777777778,2679.27,Middle Income
32855,Ava,Khumalo,31,Eastern Cape,Gqeberha,Employed,20150.91,2014-08-16,2014,8,16,5,10.0,5912.04,591.204,1883.42,Middle Income
32856,Lerato,Nkosi,37,North West,Klerksdorp,Student,11454.83,2019-09-03,2019,9,3,1,,,,,Middle Income
32857,Oliver,Nkosi,48,Northern Cape,Kuruman,Employed,0.0,2021-03-07,2021,3,7,6,15.0,15886.99,1059.1326666666666,3306.86,
32858,Lucas,Jacobs,42,North West,Klerksdorp,Student,35844.73,2025-12-27,2025,12,27,5,18.0,19087.86,1060.4366666666667,5837.39,High Income
32859,Sipho,Mabena,49,Kwazulu-Natal,Pietermaritzburg,Employed,0.0,2020-03-12,2020,3,12,3,18.0,15052.5,836.25,3807.77,
32860,Lucas,Jacobs,61,Western Cape,George,Employed,29929.81,2018-07-31,2018,7,31,1,7.0,5928.16,846.88,1912.67,Middle Income
32861,Anele,Jacobs,56,Gauteng,Midrand,Unemployed,19412.77,2022-06-18,2022,6,18,5,12.0,9795.07,816.2558333333333,3502.73,Middle Income
32862,Sophia,Mahlangu,28,Kwazulu-Natal,Pietermaritzburg,Employed,49585.94,2013-12-02,2013,12,2,0,7.0,6589.75,941.3928571428572,2585.41,High Income
32863,Sophia,Williams,27,Western Cape,Stellenbosch,Employed,5415.57,2019-01-10,2019,1,10,3,,,,,Low Income
32864,Zanele,Mahlangu,58,Western Cape,Stellenbosch,Self-employed,31229.64,2022-05-14,2022,5,14,5,10.0,13408.51,1340.851,3828.8,High Income
32865,Amelia,Pillay,30,Gauteng,Johannesburg,Self-employed,52315.18,2019-07-02,2019,7,2,1,17.0,36506.45,2147.438235294117,16885.36,High Income
32866,Emma,Adams,49,Gauteng,Johannesburg,Employed,7976.47,2017-03-26,2017,3,26,6,,,,,Low Income
32867,Lucas,Williams,57,Kwazulu-Natal,Pietermaritzburg,Nan,22442.45,2014-03-16,2014,3,16,6,32.0,514501.72,16078.17875,492492.15,Middle Income
32868, Naledi ,Ndlovu,31,North West,Rustenburg,Student,15316.19,2013-11-15,2013,11,15,4,29.0,41756.98,1439.8958620689657,12874.1,Middle Income
32869,Sophia,Williams,48,Gauteng,Soweto,Self-employed,4863.61,2013-06-24,2013,6,24,0,7.0,9474.77,1353.5385714285717,2326.8,Low Income
32870,Amahle,Pillay,36,Western Cape,Paarl,Employed,38731.89,2022-12-15,2022,12,15,3,8.0,8137.64,1017.205,2965.06,High Income
32871,Sipho,Williams,58,Kwazulu-Natal,Richards Bay,Self-employed,9741.59,2023-09-13,2023,9,13,2,5.0,7783.26,1556.652,3751.64,Low Income
32872,Anele,Nkosi,18,Gauteng,Midrand,Self-employed,26903.0,2012-08-17,2012,8,17,4,19.0,22281.14,1172.6915789473685,3073.79,Middle Income
32873,Oliver,Adams,36,Mpumalanga,Secunda,Unemployed,12086.22,2016-11-27,2016,11,27,6,,,,,Middle Income
32874,Amelia,Van Wyk,37,Kwazulu-Natal,Durban,Employed,6416.26,2014-04-14,2014,4,14,0,31.0,42813.97,1381.095806451613,15833.99,Low Income
32875,Ava,Pillay,45,Gauteng,Soweto,Employed,52165.43,2021-08-30,2021,8,30,0,25.0,21747.82,869.9128,2865.21,High Income
32876,Amelia,Dlamini,42,Free State,Welkom,Self-employed,17188.06,2020-07-30,2020,7,30,3,17.0,13402.26,788.3682352941177,2702.17,Middle Income
32877,Emma,Ndlovu,51,Kwazulu-Natal,Richards Bay,Employed,37106.65,2012-05-25,2012,5,25,4,,,,,High Income
32878,Amahle,Sithole,30,Kwazulu-Natal,Pietermaritzburg,Employed,16882.34,2014-09-08,2014,9,8,0,28.0,22474.67,802.6667857142857,4314.49,Middle Income
32879,Naledi,Nkosi,44,Gauteng,Johannesburg,Self-employed,23587.39,2019-08-18,2019,8,18,6,32.0,31774.24,992.945,5766.25,Middle Income
32880, Lerato ,Mokoena,51,Gauteng,Pretoria,Employed,129561.32,2024-03-13,2024,3,13,2,,,,,Very High Income
32881,Zanele,Adams,54,Western Cape,Cape Town,Nan,18849.21,2019-10-07,2019,10,7,0,11.0,17144.670000000002,1558.6063636363638,3775.09,Middle Income
32882,Lerato,Dlamini,49,Free State,Welkom,Employed,26683.13,2020-02-06,2020,2,6,3,,,,,Middle Income
32883,Lerato,Jacobs,18,Gauteng,Johannesburg,Employed,0.0,2012-11-10,2012,11,10,5,10.0,6476.07,647.607,1609.11,
32884,Ava,Molefe,34,Gauteng,Pretoria,Employed,18592.14,2015-04-15,2015,4,15,2,16.0,319287.29000000004,19955.455625,293450.76,Middle Income
32885,Ethan,Mabena,52,Kwazulu-Natal,Richards Bay,Employed,22652.79,2019-12-27,2019,12,27,4,7.0,8053.030000000001,1150.4328571428573,4741.97,Middle Income
32886,Ethan,Dlamini,29,Kwazulu-Natal,Richards Bay,Employed,12783.68,2017-01-25,2017,1,25,2,19.0,16699.78,878.9357894736842,3540.63,Middle Income
32887,Liam,Pillay,27,Gauteng,Pretoria,Employed,28483.26,2021-08-13,2021,8,13,4,,,,,Middle Income
32888,Liam,Mabena,18,North West,Mahikeng,Employed,24136.4,2023-01-07,2023,1,7,5,,,,,Middle Income
32889,Sibusiso,Khumalo,39,Eastern Cape,Mthatha,Employed,17932.84,2012-11-27,2012,11,27,1,29.0,40765.23,1405.6975862068966,11370.69,Middle Income
32890,Lerato,Molefe,51,North West,Klerksdorp,Employed,50856.32,2022-06-27,2022,6,27,0,10.0,596732.1699999999,59673.21699999999,588167.98,High Income
32891,Bongani,Nkosi,60,Gauteng,Soweto,Unemployed,23575.0,2014-08-04,2014,8,4,0,10.0,16514.64,1651.464,7068.32,Middle Income
32892,Amelia,Dlamini,18,Kwazulu-Natal,Durban,Employed,47407.9,2019-11-05,2019,11,5,1,,,,,High Income
32893,Ayanda,Williams,30,Gauteng,Midrand,Self-employed,55095.02,2013-11-26,2013,11,26,1,22.0,17874.61,812.4822727272727,3467.79,High Income
32894,Sipho,Jacobs,22,Gauteng,Pretoria,Student,16712.98,2022-10-15,2022,10,15,5,,,,,Middle Income
32895,Mia,Ndlovu,37,Western Cape,George,Retired,3634.85,2025-09-17,2025,9,17,2,21.0,12317.19,586.5328571428572,4203.18,Low Income
32896,Anele,Khumalo,40,Gauteng,Soweto,Self-employed,31137.67,2015-05-08,2015,5,8,4,16.0,20929.71,1308.106875,5928.92,High Income
32897,Sipho,Dlamini,23,Mpumalanga,Emalahleni,Employed,24996.15,2018-04-16,2018,4,16,0,11.0,8685.460000000001,789.5872727272728,4362.17,Middle Income
32898,Anele,Dlamini,40,Limpopo,Polokwane,Employed,14032.22,2020-06-29,2020,6,29,0,,,,,Middle Income
32899,Ava,Mabena,62,Western Cape,Stellenbosch,Retired,34123.37,2020-01-16,2020,1,16,3,7.0,6261.67,894.5242857142857,2143.18,High Income
32900,Mia,Dlamini,44,Western Cape,Cape Town,Employed,17955.77,2012-10-04,2012,10,4,3,,,,,Middle Income
32901,Amahle,Van Wyk,28,Western Cape,Paarl,Student,14217.29,2013-09-18,2013,9,18,2,,,,,Middle Income
32902,Anele,Williams,0,Eastern Cape,East London,Retired,9664.16,2023-10-09,2023,10,9,0,,,,,Low Income
32903,Anele,Dlamini,36,Gauteng,Johannesburg,Employed,54186.9,2020-07-04,2020,7,4,5,,,,,High Income
32904,Liam,Ndlovu,62,Free State,Welkom,Self-employed,20997.01,2021-10-22,2021,10,22,4,,,,,Middle Income
32905,Emma,Williams,40,Western Cape,Cape Town,Employed,0.0,2021-09-16,2021,9,16,3,10.0,7791.95,779.1949999999999,1660.21,
32906,Nomsa,Van Wyk,41,Eastern Cape,Gqeberha,Self-employed,37612.56,2022-05-14,2022,5,14,5,,,,,High Income
