customer_id,first_name,last_name,age,province,city,employment_status,income,customer_since
20496,Bongani,Dlamini,31,Eastern Cape,Gqeberha,Student,63844.85,2021-12-03
20497,Amahle,Naidoo,38,Mpumalanga,Secunda,Employed,9061.19,2022-11-01
20498,Noah,Nkosi,38,Limpopo,Thohoyandou,Employed,12793.13,2023-07-21
20499,Lucas,Mthembu,37,limpopo,Polokwane,Employed,70622.92,2016-08-08
20500,Emma,Ndlovu,31,Gauteng,Pretoria,Employed,5429.58,2024-05-08
20501,Sibusiso,Van Wyk,23,Gauteng,Johannesburg,Employed,127441.4,2024-11-01
20502,Naledi,Botha,37,Free State,Bloemfontein,Employed,22534.46,2018-12-13
20503,Noah,Naidoo,43,Free State,Bloemfontein,Student,23896.96,2017-01-16
20504,Sipho,Ndlovu,41,Limpopo,Thohoyandou,Employed,21427.1,2015-02-17
20505,Bongani,Mahlangu,35,Free State,Welkom,Student,32463.5,2018-12-11
20506,Nomsa,Dlamini,58,Gauteng,Soweto,Employed,6943.14,2014-06-29
20507,Sipho,Botha,25,Gauteng,Soweto,Self-employed,9928.66,2020-08-07
20508,Lerato,Khumalo,18,North West,Rustenburg,Employed,23361.41,2020-01-24
20509,Anele,Khumalo,18,KwaZulu-Natal,Richards Bay,Employed,,2021-10-20
20510,Lerato,Mahlangu,20,Free State,Bloemfontein,,15763.1,2021-10-08
20511,Mia,Pillay,49,KwaZulu-Natal,Pietermaritzburg,Employed,8523.58,2012-07-29
20512,Lerato,Mabena,35,North West,Rustenburg,Employed,9433.03,2024-01-06
20513,Thabo,Sithole,35,Mpumalanga,Mbombela,Retired,24822.41,29/01/2021
20514,Amelia,Molefe,37, Gauteng ,Pretoria,Employed,16528.69,2017-08-18
20515,Anele,Botha,30,Mpumalanga,Mbombela,Self-employed,41996.71,2014-06-12
20516,Anele,Sithole,29,Gauteng,Pretoria,Employed,,2025-06-28
20517, Oliver ,Mokoena,46,KwaZulu-Natal,Pietermaritzburg,Employed,34934.61,2019-04-13
20518,Emma,Adams,35,Limpopo,Polokwane,,33537.28,2014-09-03
20519,Thabo,Mahlangu,24,Gauteng,Midrand,Self-employed,31653.86,2018-03-13
20520,Thabo,Pillay,33,Gauteng,Pretoria,Self-employed,8216.13,2019-10-10
20521,Emma,Mokoena,48,Eastern Cape,East London,Employed,10919.35,2018-10-24
20522,Sibusiso,Khumalo,40,NORTHERN CAPE,Kimberley,Self-employed,60797.85,03-06-2012
20523,Zanele,Adams,55,Gauteng,Pretoria, Self-employed ,35919.99,2023-06-28
20524,Ethan,Ndlovu,45,Eastern Cape,East London,Self-employed,29692.46,2016-06-02
20525,Ava,Sithole,37,KwaZulu-Natal,Richards Bay,Unemployed,40619.56,2014-07-08
20526,Sipho,Khumalo,43,Gauteng,Soweto,Employed,34025.36,2020-06-27
20527,Ayanda,Williams,32,Free State,Welkom,Employed,40755.09,2025-08-05
20528,Oliver,Mokoena,41,KwaZulu-Natal,Pietermaritzburg,Employed,12110.88,2020-05-31
20529,Mia,Khumalo,44,Limpopo,Polokwane,Retired,25596.49,2022-06-03
20530,Zanele,Mabena,30,Free State,Bloemfontein,Self-employed,7080.03,2018-05-14
20531,Ava,Khumalo,40,Northern Cape,Kuruman,employed,50610.01,2016-12-01
20532,Ava,Jacobs,56,LIMPOPO,Polokwane,Employed,28600.28,2024-03-08
20533,Amelia,Ndlovu,40,Western Cape,Cape Town,Employed,47679.0,2018-06-25
20534,Anele,Mthembu,33,Free State,Welkom,Employed,"37,246",2021-02-25
20535,Naledi,Naidoo,60,Eastern Cape,Gqeberha,EMPLOYED,33135.19,2017-04-22
20536,Sophia,Naidoo,38,Western Cape,Paarl,Retired,,2017-06-03
20537,Noah,Naidoo,66,KwaZulu-Natal,Richards Bay, Employed ,22831.28,18-10-2023
20538,Anele,Mokoena,43, Free State ,Bloemfontein,Employed,14358.43,2021-12-16
20539,Nomsa,Mahlangu,40,Gauteng,Pretoria,Student,56867.57,2018-04-27
20540,Ava,Khumalo,45,KwaZulu-Natal,Durban,Employed,42497.81,2018-03-11
20541,Lucas, Adams ,59,KwaZulu-Natal,Pietermaritzburg,Retired,44224.76,2020-09-21
20542,Amahle,Naidoo,20,Gauteng,Midrand,Employed,43646.13,2013-02-27
20543,Amahle,Nkosi,18,Mpumalanga,Secunda,Employed,19519.18,2020-06-13
20544,Mia,Mabena,18,Gauteng,Midrand,Employed,25711.1,2021/04/30
20545,Noah,Pillay,30,Free State,Welkom,Self-employed,30190.83,2017-10-31
20546,Sipho,Mahlangu,37,Free State,Bethlehem,Self-employed,19136.42,2016-06-01
20547,Kabelo,Jacobs,45,KwaZulu-Natal,Richards Bay,Employed,14497.39,2013-05-28
20548,Lerato,Pillay,27,KwaZulu-Natal,Pietermaritzburg,,29790.45,2023-09-19
20549,Thabo,Jacobs,37,Gauteng,Johannesburg,Employed,19978.88,2017-08-06
20550,Kabelo,Adams,42,Gauteng,Johannesburg,Employed,21567.3,2024-02-16
20551,Zanele,Jacobs,36,KwaZulu-Natal,Pietermaritzburg,EMPLOYED,23458.88,2023-12-14
20552,Ethan,Mahlangu,36,Gauteng,Midrand,Student,16206.4,2014-07-27
20553,Amahle,Botha,35,Limpopo,Tzaneen,Self-employed,20968.96,2021-03-21
20554,Nomsa,Mokoena,73,KwaZulu-Natal,Pietermaritzburg,Unemployed,28870.3,2016-06-15
20555,Zanele,Molefe,35,WESTERN CAPE, George ,Employed,60653.25,2019-06-21
20556,Sophia,Molefe,70,Gauteng,Midrand,Employed,,2017-02-01
20557,Sophia,Mokoena,52,Limpopo,Polokwane,EMPLOYED,29688.81,2018-01-05
20558,sophia,Sithole,46,Gauteng,Pretoria,Self-employed,119777.09,2018-04-01
20559,Emma,Khumalo,35, Eastern Cape ,Gqeberha,Unemployed,25542.81,2018-11-11
20560,Ethan,Naidoo,47,Western Cape,Stellenbosch,Unemployed,41226.68,2017-10-04
20561,Noah,Van Wyk,21,North West,Rustenburg,Employed,12738.44,2012-02-03
20562,Oliver,Van Wyk,31,KwaZulu-Natal,Richards Bay,Self-employed,63285.02,2024-07-06
20563,Sophia,Mokoena,25,KwaZulu-Natal,Durban,Employed,13870.6,2013-10-10
20564,Naledi,Botha,56,KwaZulu-Natal,Richards Bay,Self-employed,29275.97,2019-08-01
20565,Kabelo,Molefe,55, Gauteng ,Pretoria,Self-employed,18802.88,01-05-2019
20566,Liam,Mokoena,42,Free State,Welkom,Self-employed,10914.23,2016-03-01
20567,Thabo,MOLEFE,31,Western Cape, Cape Town ,Unemployed,19021.75,2021-07-09
20568,Liam,Dlamini,23,Gauteng,Soweto,Self-employed,19130.34,2018-07-24
20569,Lucas,Nkosi,51,gauteng,Soweto,Employed,27522.93,2023-02-16
20570,Anele,Mokoena,36,Eastern Cape,Mthatha,Employed,40717.16,2013-10-03
20571,Nomsa,Pillay,unknown,Mpumalanga,Mbombela,Unemployed,20426.68,2022-04-07
20572,Liam,Van Wyk,41,Western Cape,george,Retired,28420.33,2015-07-07
20573,Sophia,Mabena,29,limpopo,Tzaneen,Unemployed,39812.2,2016-05-03
20574,Ethan,Naidoo,34,Limpopo,Thohoyandou,Employed,12364.66,2018-09-11
20575,Noah,Botha,58,Western Cape,Stellenbosch,Employed,9261.67,2016-02-24
20576,Thabo,Mahlangu,21,Gauteng,Soweto,Employed,"R 36,712.34",2018-04-17
20577,Anele,Dlamini,19,Gauteng,Soweto,,15455.49,2015-03-18
20578,Oliver,Ndlovu,33,Western Cape,Paarl,Employed,7427.22,17-11-2018
20579,Noah,Pillay,49,Free State,Bloemfontein,Self-employed,49613.25,06 Jul 2014
20580,Sophia,Ndlovu,36,KwaZulu-Natal,Durban,Self-employed,25801.76,2017-03-19
20581,Naledi,Van Wyk,48,Gauteng,Johannesburg,Employed,35291.11,2019-02-11
20582,Naledi,Sithole,46,FREE STATE,Welkom,Employed,9391.9,2019-08-24
20583,Ethan,Jacobs,30,Gauteng,Pretoria,Self-Employed,18486.69,2021-06-18
20584,Emma,Pillay,25,Mpumalanga,Emalahleni,Employed,38077.61,2025-03-26
20585,Zanele,Khumalo,31,Eastern Cape,East London,Employed,6700.29,2013-04-30
20586,Ethan,Botha,68,Gauteng,Soweto,Retired,11309.29,2018-04-11
20587,Anele,Sithole,53,KwaZulu-Natal,Durban,Employed,32577.22,2021-04-21
20588,Lucas,Jacobs,28,Gauteng,Pretoria,Employed,49454.33,2021-06-25
20589,Kabelo,Mabena,44,Northern Cape,Kuruman,Student,45374.62,2013-10-16
20590,Ethan,Nkosi,53,KwaZulu-Natal,Pietermaritzburg,Employed,11077.61,04-06-2024
20591,Thabo,Mokoena,28,Mpumalanga,Emalahleni,Self-employed,14923.97,2015-10-18
20592,Sipho,Van Wyk,54,Northern Cape,Kuruman,Retired,13608.89,2019-09-04
20593,Amahle,Mabena,45,KwaZulu-Natal,Richards Bay,Unemployed,5651.25,2020-05-14
20594,Ethan,Mahlangu,48,Free State,Welkom,Self-Employed,52720.64,12/09/2022
20595,Sophia,Pillay,46,KwaZulu-Natal,Richards Bay,Unemployed,15277.58,2018-09-13
20596,Sophia,Naidoo,42,Western Cape,Stellenbosch,Unemployed,73809.37,2012-03-16
20597,Mia,mabena,41,North West,Rustenburg,Employed,30363.98,29-07-2019
20598,Lucas,Mabena,50,KwaZulu-Natal,Durban,Employed,39125.55,15-07-2024
20599,Sophia,Mthembu,62,Mpumalanga,Mbombela,Self-employed,13169.76,2016-04-21
20600,Amahle,Mthembu,31,Eastern Cape,Gqeberha,Unemployed,12283.26,2012-05-28
20601,Naledi,Botha,27,Western Cape,Cape Town,self-employed,7382.51,2015-08-30
20602,Bongani,Adams,58,Gauteng,Johannesburg,Employed,14497.2,2013-01-31
20603,Mia,Williams,47,Gauteng,Pretoria,Employed,36613.93,2021-12-01
20604,Kabelo,Williams,37,Gauteng,Johannesburg,Employed,22 380.61,not available
20605,Amahle,Sithole,45, Eastern Cape ,Gqeberha,Employed,8668.81,2015-03-06
20606,Nomsa,Mahlangu,42,Western Cape,George,Employed,26589.09,2012-11-10
20607,Sipho,Van Wyk,26, North West ,Klerksdorp,Unemployed,21566.15,2013-03-17
20608,Anele,Naidoo,45,KwaZulu-Natal,Durban,Employed,13710.86,2017-03-11
20609,Zanele,Mabena,32,KwaZulu-Natal,Pietermaritzburg,Student,10862.02,2012-08-05
20610,Mia,Mokoena,31,Gauteng,Pretoria,Employed,18298.37,06/04/2022
20611,Mia,Mokoena,68,Western Cape,Stellenbosch,Unemployed,27687.86,2020-11-21
20612,Anele,Williams,48,KwaZulu-Natal,Pietermaritzburg, Self-employed ,49761.78,2015-01-27
20613,Liam,Mokoena,43,Gauteng,Midrand,Self-employed,27547.87,2013-10-28
20614,Thabo,Dlamini,25,Eastern Cape,Mthatha,student,32935.96,2014-09-27
20615,Noah,Mahlangu,32,KwaZulu-Natal,Richards Bay,Self-employed,29787.84,2014-03-08
20616,Ethan,Mthembu,53,Gauteng,Midrand,Employed,49075.97,2021-08-13
20617,Amahle,Williams,25,KwaZulu-Natal,Richards Bay,Employed,18043.74,2013-01-30
20618,Lerato,Mahlangu,48,Gauteng,,Employed,21181.28,2016-05-17
20619,Zanele,Pillay,34,Gauteng,Pretoria,Retired,31765.74,2016-06-15
20620,Zanele,Nkosi,58,Free State,Bethlehem,Employed,76563.35,2015-01-29
20621,Anele,Williams,44,WESTERN CAPE,CAPE TOWN,Self-employed,15985.6,08 Jun 2022
20622,Zanele,Nkosi,65,Gauteng,Johannesburg,Employed,23960.09,2018-07-29
20623,Anele,Mokoena,18,KwaZulu-Natal,Durban,Self-employed,8393.7,2012-11-20
20624,Ava,Naidoo,52,KwaZulu-Natal,Pietermaritzburg,Employed,28434.64,2025-11-25
20625,Noah,Jacobs,37,North West,Klerksdorp,Retired,60712.7,18-08-2020
20626,Ava,Molefe,47,Limpopo,Thohoyandou,Employed,5578.49,2022-04-21
20627,Thabo,Jacobs,63,Free State,Bloemfontein,Employed,29529.02,2019-06-23
20628,Ayanda,Dlamini,32,KwaZulu-Natal,Richards Bay,Employed,76998.31,2015-03-17
20629,Zanele,Dlamini,45,KwaZulu-Natal,Richards Bay,Employed,16893.47,2023-09-11
20630,Amelia,DLAMINI,44,Western Cape,Cape Town,Unemployed,17350.62,2021-06-23
20631,Mia,Mokoena,18,Limpopo,Tzaneen,Student,11693.27,2017-02-08
20632,Bongani,Pillay,38,KwaZulu-Natal,Durban,,26190.1,2012-10-06
20633,Bongani,Ndlovu,58,Gauteng,Pretoria,EMPLOYED,31148.34,2021-05-03
20634,Sophia,Khumalo,53,KwaZulu-Natal,Pietermaritzburg,Employed,,2014-05-12
20635,Kabelo,Khumalo,41, Free State ,Bethlehem,Employed,25002.59,2013-09-15
20636,OLIVER,Mthembu,56,KwaZulu-Natal,Durban,,40752.56,2025-01-25
20637,Naledi,Mokoena,18,Gauteng,Soweto,Employed,7825.39,2015-11-28
20638,Noah,Pillay,29,north west,Mahikeng,Employed,30188.46,2013-01-31
20639,Mia,Nkosi,40,Western Cape,Paarl,Self-employed,,2023-05-21
20640,Lucas,Naidoo,34,North West,Rustenburg,UNEMPLOYED,23566.59,2014-09-07
20641,Sibusiso,Naidoo,34,KwaZulu-Natal,Pietermaritzburg,Employed,12159.85,2025-01-27
20642,Lerato,Khumalo,35,North West,Mahikeng,Employed,9769.26,2014-09-25
20643,Lucas,Mahlangu,48,Mpumalanga,Emalahleni,Employed,59155.34,25 Mar 2012
20644,Ethan,Williams,47,Gauteng,Pretoria,Employed,6296.1,2014-07-25
20645,Ethan,Molefe,44,Limpopo,Thohoyandou,Self-employed,11400.21,2016-02-04
20646,Sophia,Mahlangu,36,Western Cape,Stellenbosch,Employed,29119.36,03/11/2023
20647,Liam,Sithole,60,Western Cape,Paarl,Employed,17177.07,2018-07-30
20648,Ava,Molefe,30,Gauteng,Pretoria,Employed,8885.34,2015-05-23
20649,Sibusiso,Pillay,63,KwaZulu-Natal,Richards Bay,employed,9881.14,2015-11-06
20650,Ethan,Mthembu,62,Western Cape,George,Employed,21454.42,2023-02-28
20651,Ethan,Khumalo,34,KwaZulu-Natal,Richards Bay,Self-employed,12984.19,2014-12-11
20652,Thabo,Mahlangu,27,Northern Cape,Upington,Retired,28100.33,2024-05-08
20653,Amahle,Adams,40,Limpopo,Thohoyandou,Retired,19665.04,2014-09-27
20654,Zanele,Adams,21,Gauteng,Pretoria,Self-employed,21494.15,2020-01-20
20655,Lerato,Mokoena,45,KwaZulu-Natal,Richards Bay,Employed,24050.42,2023-07-13
20656,Nomsa,Jacobs,41,Gauteng,Soweto,Employed,23144.96,2022-08-26
20657,Nomsa,Naidoo,42,Gauteng,Soweto, Employed ,63602.31,2023-04-14
20658,Ethan,Ndlovu,46,North West,Klerksdorp,Employed,20734.03,2024-05-14
20659,Sophia,Mokoena,28, Northern Cape ,Kuruman,Employed,8268.56,2018-03-19
20660,Sophia,Williams,28,Gauteng,Midrand,Employed,17190.72,2014-12-16
20661,Thabo,Mokoena,21,Gauteng,Pretoria,self-employed,7121.76,2025-12-09
20662,Oliver,Dlamini,45,Gauteng,Johannesburg,Employed,6478.97,not available
20663,LUCAS,Ndlovu,18,KwaZulu-Natal,Pietermaritzburg,Self-employed,13089.79,2023-10-24
20664,Liam,Nkosi,28,Western Cape,George,Self-employed,29128.69,2015-02-02
20665,Thabo,Mabena,39,Gauteng,Soweto,Employed,12861.47,2014-01-05
20666,Zanele,Adams,32,KwaZulu-Natal,Durban,Unemployed,9330.53,2018-10-17
20667,Amelia,Mabena,63,Gauteng,Soweto,Employed,51274.74,2014-08-09
20668,Bongani,Adams,18,Limpopo,Thohoyandou,Self-employed,21716.78,2023-08-28
20669,Ava,Pillay,19,Free State,Bethlehem,Employed,20157.77,28 Apr 2020
20670,Mia,Ndlovu,31,KwaZulu-Natal,Durban,Employed,17963.39,2016-02-04
20671,Emma,Dlamini,32,KwaZulu-Natal,Richards Bay,Employed,29931.98,2018-01-15
20672,Mia,Botha,47, Limpopo ,Thohoyandou,Employed,23858.1,2024-10-24
20673,Mia,Nkosi,48,Gauteng,Johannesburg,Employed,19677.97,2019-12-09
20674,Emma,Mahlangu,63,Mpumalanga,Mbombela,Employed,33040.25,2012-12-09
20675,Anele,Adams,44,Western Cape,Cape Town,Employed,20995.88,2019-03-25
20676,Ayanda,Botha,22,North West,Mahikeng,Employed,11647.02,2012-06-11
20677,Lerato,Dlamini,19,Gauteng,Soweto,Employed,24982.77,2024-09-06
20678,Amahle,Khumalo,57,Limpopo,Thohoyandou,Employed,50669.2,2023-09-30
20679,Ava,Van Wyk,53,Western Cape,Stellenbosch,Employed,13806.41,2022-08-01
20680,Naledi,Naidoo,30,Limpopo,Thohoyandou,Retired,6981.6,2023-12-26
20681,Naledi,Van Wyk,25,KwaZulu-Natal,Pietermaritzburg,Self-employed,10605.93,2020-10-25
20682,Amahle,Van Wyk,34,Western Cape,Stellenbosch,Employed,19493.8,2021-02-10
20683,Anele,Adams,18,Free State,Bethlehem,Employed,21230.63,2019-11-14
20684,Sophia,Nkosi,53,Western Cape,George,Self-employed,20676.43,2022-10-31
20685,Nomsa,Mthembu,48,KwaZulu-Natal,Pietermaritzburg,Employed,8 552.51,2021-01-04
20686,Noah,Naidoo,40,Gauteng,Pretoria, Employed ,7646.7,2020-01-30
20687,Sipho,Molefe,18,Free State,Bloemfontein,Employed,26882.08,2019-11-30
20688,Naledi,Mahlangu,41,Limpopo,Polokwane,Employed,6460.58,2014-11-21
20689,Amelia,Mabena,68,KwaZulu-Natal,Durban,Employed,9141.67,2024-10-03
20690,Emma,Mokoena,18,Free State,Bethlehem,Employed,12296.15,2016-03-24
20691,Zanele,Naidoo,42,Mpumalanga,Secunda, Self-employed ,33601.27,2014-10-24
20692,Zanele,Ndlovu,18,Eastern Cape,East London,Employed,17586.59,2021-12-14
20693,Amelia,Dlamini,20,Gauteng,Midrand,Student,10305.68,2025-01-18
20694,Amelia,Khumalo,52,KwaZulu-Natal,Richards Bay,Employed,21691.78,2024-07-22
20695,Amahle,Ndlovu,30,Gauteng,Soweto,Unemployed,19688.35,2020-09-23
20696,Thabo,Adams,30,KwaZulu-Natal,Pietermaritzburg,Unemployed,5654.94,2020-09-24
20697,Ethan,Dlamini,55,Gauteng,Pretoria,Employed,35806.26,2023-11-02
20698,Ava,Jacobs,40,Limpopo,Tzaneen,Self-employed,9945.64,2025-03-28
20699,Naledi,Adams,24,KwaZulu-Natal,Pietermaritzburg,Retired,24588.32,21-04-2020
20700,Zanele,Molefe,33,Eastern Cape,Mthatha,Employed,10482.94,2016-09-27
20701,Nomsa,Williams,38,Western Cape,George,Employed,19218.54,2012-02-17
20702,Sibusiso,Khumalo,46,Western Cape,Paarl,Employed,21665.65,2020-11-23
20703,Emma,Mthembu,29,Limpopo,Thohoyandou,Self-employed,17101.59,11/12/2016
20704,Lucas,NKOSI,51,KwaZulu-Natal,Richards Bay,Student,12157.59,2023-07-01
20705,Liam,Molefe,36,North West,Klerksdorp,Retired,9424.57,2013-12-31
20706,Amahle,Botha,47,KwaZulu-Natal, Pietermaritzburg ,Employed,26816.15,2019-11-19
20707,Emma,Nkosi,41,Gauteng,Pretoria,Employed,,2017-07-24
20708,Ayanda,Khumalo,26,Eastern Cape,Gqeberha,Retired,12239.36,2021-07-25
20709,Amahle,Botha,41,Eastern Cape,Gqeberha,Employed,6935.4,2021-01-12
20710,Kabelo,Mahlangu,46,Western Cape,Stellenbosch,Retired,24326.44,2024-11-10
20711,Emma,Khumalo,78,Eastern Cape,gqeberha,Employed,13473.28,2017-12-25
20712,Lucas,Dlamini,47,gauteng,Midrand,Employed,20015.81,2012-01-16
20713,Liam,Ndlovu,28,Gauteng,Soweto,Employed,63909.6,2012-07-10
20714,Emma,Dlamini,21,Western Cape,Paarl,Employed,22590.26,2020-01-01
20715,Amelia,Botha,39,Eastern Cape,East London,Unemployed,33617.03,2018-04-01
20716,Amahle,Mthembu,58, Free State ,Welkom,Employed,18474.55,2025-02-25
20717,Sibusiso,Pillay,51,Gauteng,Pretoria,Employed,,2013-02-06
20718,Ava,Mokoena,36,Limpopo,Polokwane,Employed,46858.99,2013-10-17
20719,Oliver,Khumalo,18,Free  State,Welkom,Self-employed,11 589.80,04-08-2016
20720,Ethan,Naidoo,49,Gauteng,Midrand,self-employed,,2014-10-24
20721,Sophia,Mokoena,35,Western Cape,Stellenbosch,Retired,27353.44,2019-04-30
20722,Emma,Mabena,47,Gauteng,Midrand,Employed,11215.81,23 May 2023
36242,Test,Customer,44,Gauteng,Johannesburg,Employed,41173.55,2012-01-09
20724,Anele,Botha,32, North West ,Klerksdorp,Employed,33267.44,08/06/2022
20725,Liam,Sithole,46,Limpopo,Polokwane,Employed,15650.34,2014-11-13
20726,Lucas,Mahlangu,41,Western  Cape,Paarl,Retired,17044.68,2014-11-07
20727,Sophia,Williams,18,KwaZulu-Natal,Durban,Student,16647.46,2012-07-26
20728,Naledi,Mahlangu,52,Gauteng,Pretoria,Employed,37643.08,2012-05-17
20729,Ava,Mthembu,30,Western Cape,George,Employed,3820.68,2024-04-22
20730,Ayanda,Khumalo,22,Gauteng,Pretoria,Employed,19789.68,18 Nov 2025
20731,Thabo,Nkosi,42, Gauteng ,Midrand,Employed,32165.34,2022-05-02
20732,Sophia,Sithole,35,Gauteng,Pretoria,Student,31017.55,2024-06-16
20733,Sibusiso,Mahlangu,47,Gauteng,Soweto,Unemployed,25599.73,2024-02-25
20734,Naledi,Mthembu,31,Gauteng,Midrand,Employed,21098.74,2022-03-25
20735,Lucas,Mthembu,42,KwaZulu-Natal,Richards Bay,Employed,"60,474.35",2022-09-11
20736,Sipho,Botha,40,KwaZulu-Natal,Richards Bay,Retired,7006.42,2013/08/08
20737,Lucas,Williams,32,Gauteng,Soweto,Employed,50 001.78,2017-05-09
20738,Amahle,Jacobs,45,KwaZulu-Natal,Pietermaritzburg,Employed,69070.06,2019-12-16
20739,Zanele,Ndlovu,47,Gauteng,Soweto,Employed,19742.57,2017-08-15
20740,Zanele,Williams,43,North West,Mahikeng,Employed,"55,456",2025-10-05
20741,Oliver,Pillay,62,western cape,Paarl,Student,19142.01,2021-05-21
20742,Bongani,Botha,51,KwaZulu-Natal,Richards Bay,Retired,22268.25,2013-01-14
20743,Ethan,Molefe,61,Gauteng,Johannesburg,Unemployed,32147.85,2022-10-22
20744,Noah,Adams,34,Gauteng,Pretoria,Employed,"R 73,317.64",2024-12-15
20745,Anele,Mahlangu,30,KwaZulu-Natal,Richards Bay,Employed,22 761.35,2023-06-07
20746,Ava,Naidoo,46,Free State,Bloemfontein,Retired,18300.83,2018-04-09
20747,Ava,Mahlangu,18,Northern Cape,Kimberley,Student,36649.93,2024-03-20
20748,Sipho,Nkosi,18,KwaZulu-Natal,Pietermaritzburg,Employed,26984.48,2013-11-15
20749,Amahle,Ndlovu,49,Gauteng,Soweto,Self-employed,48697.74,2015-10-17
20750,Thabo,Adams,37,Limpopo,Thohoyandou,Unemployed,11490.39,2020-08-04
20751,Liam,Van Wyk,28,Gauteng,Midrand,Employed,8812.92,2023-10-27
20752,Ava,Nkosi,37,KwaZulu-Natal,Richards Bay,Student,59330.06,2017-09-17
20753,Ava,Naidoo,68,Limpopo,Tzaneen,Employed,6250.79,17 Apr 2023
20754,Anele,Adams,40,Gauteng,Soweto,Student,13332.28,2022-12-04
20755,Oliver,Jacobs,30,KwaZulu-Natal,Durban,Employed,8288.66,2021-03-21
20756,Nomsa,Williams,18,Western Cape,Cape Town,Employed,"23,210.82",2018-05-22
20757,Anele,Mthembu,26,Western Cape,Stellenbosch,Employed,18099.02,2013-05-02
20758,Zanele,Williams,48,Northern Cape,Kuruman,Employed,8496.57,2024-02-17
20759,Liam,Sithole,30,Gauteng,Pretoria,Employed,10556.63,2025-07-02
20760,Sipho,Van Wyk,38,Gauteng,Pretoria,Student,34698.13,2016-01-10
20761,Lerato,Pillay,40,KwaZulu-Natal,Pietermaritzburg,Employed,42919.21,2024-08-07
20762,Naledi,Mthembu,33,Gauteng,Pretoria,Retired,34879.95,2019/03/04
20763,Bongani,Van  Wyk,31,Western Cape,Paarl, Self-employed ,5657.66,2024-10-31
20764,Sibusiso,Ndlovu,22,Gauteng,Johannesburg,,12826.79,29-09-2014
20765,Kabelo,Botha,46,KwaZulu-Natal,Durban,Employed,20039.26,2023-10-01
20766,Bongani,Mokoena,43,KwaZulu-Natal,Pietermaritzburg,Employed,23554.58,2026-13-01
20767,Sibusiso,Mokoena,40,Limpopo,Thohoyandou,Employed,16247.27,18 Apr 2022
20768,Lucas,Williams,40,Gauteng,Midrand,Self-employed,22082.82,2023-12-30
20769,Sipho,Pillay,30,North West, Rustenburg ,Employed,16573.88,2013-04-10
20770,Ayanda,Mahlangu,45,Gauteng,Johannesburg,,9400.78,2023-12-03
20771,Thabo,Khumalo,62,Gauteng,Soweto,Unemployed,28299.4,2023-10-21
20772,Nomsa,Van Wyk,25,North West,Rustenburg,Employed,20650.72,2019-11-24
20773,Kabelo,Van Wyk,46,Limpopo,Tzaneen,Employed,52343.0,2021-09-21
20774,Liam,Dlamini,55,Gauteng,Midrand,Self-employed,14220.99,2025-02-26
20775,Thabo,Mahlangu,19,Gauteng,Midrand,Employed,"19,670.01",2019-07-16
20776,Naledi,Dlamini,31,Limpopo,Tzaneen,Self-employed,14703.92,2017-11-06
20777,Noah,Williams,43,Western Cape,Paarl,Employed,7646.45,2012-05-11
20778,Bongani,Naidoo,29,Gauteng,Soweto,Self-employed,108866.01,2025/11/09
20779,Amahle,Williams,40,KwaZulu-Natal,Richards Bay,Employed,54058.36,2023-11-09
20780,Mia,Sithole,18,Limpopo,Tzaneen,Employed,12043.95,2017-11-14
20781,Kabelo,Dlamini,24,KwaZulu-Natal,Richards Bay, Self-employed ,38465.45,2018-04-19
20782,Emma,mthembu,44,KwaZulu-Natal,Richards Bay,Student,22291.43,2013-10-19
20783,Amahle,Botha,41,North West,Rustenburg,Unemployed,13784.93,2017-12-05
20784,Bongani,Mahlangu,37,Western Cape,George,Employed,,2014-11-26
20785,Sophia,Jacobs,51,Limpopo,Thohoyandou,Self-employed,28322.26,2022-07-04
20786,Naledi,Ndlovu,41,Gauteng,Midrand,Employed,24552.0,2020-01-05
20787,Ayanda,Mahlangu,46,Free State,Bethlehem,Employed,16424.01,2019-04-22
20788,Amahle,Ndlovu,40,KwaZulu-Natal,Richards Bay,Self-employed,58494.28,2012-08-02
20789,Bongani,Dlamini,62,Gauteng,Soweto,Student,17975.27,2013-08-01
20790,Anele,Khumalo,47,KwaZulu-Natal,Durban,Self-employed,26956.0,2016-01-23
20791,Zanele,Botha,30,Mpumalanga,Emalahleni,Employed,12948.5,2019-11-16
20792,Liam,Williams,41,KwaZulu-Natal,Durban,Employed,37874.52,2012-09-15
20793,Kabelo,Jacobs,39,Western Cape,George,Employed,17332.05,19/08/2025
20794,Emma,Adams,54,Western Cape,Stellenbosch,Student,43612.89,18/10/2014
20795,Naledi,Mthembu,25,Eastern Cape,Gqeberha,Employed,10092.46,2014-10-15
20796,Oliver,Pillay,38,Eastern Cape,Gqeberha,Self-employed,41932.69,2012-03-13
20797,Bongani,Mokoena,24,Gauteng,Pretoria,Employed,8256.57,2012-11-27
20798,Oliver,Naidoo,23,Gauteng,Johannesburg,Employed,25092.34,2024-11-13
20799,Ayanda,Van Wyk,40,Eastern Cape,East London,Unemployed,10741.73,2021-09-10
20800,Nomsa,Pillay,53,Gauteng,Soweto,Employed,38869.43,2018-04-07
20801,Liam,Botha,31,Western Cape,Paarl,Unemployed,34525.96,2012-10-31
20802,Naledi,Ndlovu,29,Gauteng,Soweto,Employed,31318.43,29/08/2014
20803, Nomsa ,Adams,59,KwaZulu-Natal,Richards Bay,Unemployed,43161.98,2023-07-24
