Unnamed: 0,customer_id,first_name,last_name,age,province,city,employment_status,income,customer_since,Start_Year,Start_Month,Start_Day,Weekday
26522,26523,Emma,Van Wyk,18,Mpumalanga,Secunda,Self-employed,0.0,2015-01-22,2015,1,22,3
26523,26524,Zanele,Pillay,25,Limpopo,Polokwane,Employed,17662.66,2019-12-08,2019,12,8,6
26524,26525,Ethan,Williams,37,Mpumalanga,Emalahleni,Employed,19954.34,2013-07-01,2013,7,1,0
26525,26526,Kabelo,Mabena,46,Mpumalanga,Secunda,Employed,23351.05,2016-10-29,2016,10,29,5
26526,26527,Oliver,Naidoo,31,Free State,Bloemfontein,Nan,19412.87,2013-10-24,2013,10,24,3
26527,26528,Kabelo,Jacobs,23,Gauteng,Johannesburg,Employed,7593.1,2012-01-29,2012,1,29,6
26528,26529,Nomsa,Dlamini,45,Kwazulu-Natal,Richards Bay,Nan,29092.35,2019-04-10,2019,4,10,2
26529,26530,Ethan,Molefe,26,Kwazulu-Natal,Durban,Employed,25893.5,2020-04-05,2020,4,5,6
26530,26531,Sibusiso,Khumalo,24,Free State,Welkom,Employed,24770.1,2015-11-15,2015,11,15,6
26531,26532,Sipho, Naidoo ,31,Kwazulu-Natal,Pietermaritzburg,Employed,23188.34,2018-09-15,2018,9,15,5
26532,26533,Oliver,Molefe,18,Kwazulu-Natal,Richards Bay,Unemployed,23855.97,2012-04-22,2012,4,22,6
26533,26534,Sibusiso,Nkosi,39,Northern Cape,Kimberley,Employed,16626.11,2019-02-24,2019,2,24,6
26534,26535,Nomsa, Naidoo ,35,Kwazulu-Natal,Pietermaritzburg,Employed,23065.28,2016-07-23,2016,7,23,5
26535,26536,Ayanda,Mokoena,18,Gauteng,Pretoria,Employed,7268.66,2020-02-15,2020,2,15,5
26536,26537,Naledi,Sithole,31,Eastern Cape,Gqeberha,Employed,29260.04,2016-08-12,2016,8,12,4
26537,26538,Mia,Molefe,32,Gauteng,Pretoria,Student,53042.25,2025-06-13,2025,6,13,4
26538,26539,Sibusiso,Pillay,24,Gauteng,Johannesburg,Employed,6169.3,2017-04-22,2017,4,22,5
26539,26540,Ava,Williams,18,Eastern Cape,Mthatha,Employed,13397.06,2021-04-22,2021,4,22,3
26540,26541,Zanele,Mahlangu,39,North West,Klerksdorp,Employed,9707.43,2025-07-31,2025,7,31,3
26541,26542,Emma,Naidoo,27,Gauteng,Midrand,Employed,14626.58,2015-02-24,2015,2,24,1
26542,26543,Bongani,Mthembu,44,Gauteng,Johannesburg,Self-employed,20882.04,2015-07-11,2015,7,11,5
26543,26544,Amelia,Sithole,29,Kwazulu-Natal,Pietermaritzburg,Self-employed,39680.96,2017-07-26,2017,7,26,2
26544,26545,Kabelo,Mahlangu,35,Eastern Cape,Mthatha,Employed,27258.11,2015-02-03,2015,2,3,1
26545,26546,Ava,Mahlangu,21,Gauteng,Midrand,Student,25763.42,2015-04-25,2015,4,25,5
26546,26547,Zanele,Mokoena,51,Kwazulu-Natal,Durban,Unemployed,22122.03,2015-10-18,2015,10,18,6
26547,26548,Oliver,Botha,34,Eastern Cape,East London,Employed,6017.55,2020-10-31,2020,10,31,5
26548,26549,Zanele,Adams,18,Northern Cape,Upington,Employed,61476.39,2019-01-17,2019,1,17,3
26549,26550,Naledi,Botha,31,Gauteng,Johannesburg,Retired,41104.82,2013-05-26,2013,5,26,6
26550,26551,Mia,Williams,23,Kwazulu-Natal,Pietermaritzburg,Employed,34841.19,2019-09-11,2019,9,11,2
26551,26552,Amelia,Pillay,41,Limpopo,Thohoyandou,Retired,28594.41,2013-03-11,2013,3,11,0
26552,26553,Lerato,Sithole,50,Gauteng,Soweto,Employed,27299.96,2023-05-01,2023,5,1,0
26553,26554,Liam,Sithole,41,Limpopo,Thohoyandou,Employed,10408.68,2015-04-02,2015,4,2,3
26554,26555,Noah,Williams,46,Gauteng,Johannesburg,Employed,38059.36,2023-09-02,2023,9,2,5
26555,26556,Oliver,Molefe,27,Western Cape,Stellenbosch,Retired,13210.66,2014-07-14,2014,7,14,0
26556,26557,Ayanda,Sithole,35,Western Cape,Paarl,Unemployed,27505.56,2022-02-02,2022,2,2,2
26557,26558,Amahle,Nkosi,38,Western Cape,Paarl,Employed,32383.55,2025-11-04,2025,11,4,1
26558,26559,Sibusiso,Khumalo,38,Limpopo,Polokwane,Employed,14467.81,2017-07-20,2017,7,20,3
26559,26560,Kabelo,Molefe,23,Eastern Cape,Gqeberha,Employed,28114.71,2016-01-14,2016,1,14,3
26560,26561,Mia,Botha,19,Limpopo,Tzaneen,Employed,43444.59,2020-08-29,2020,8,29,5
26561,26562,Thabo,Mabena,21,Free State,Nan,Employed,19105.74,2018-04-27,2018,4,27,4
26562,26563,Noah,Botha,44,Gauteng,Midrand,Self-employed,13160.61,2025-06-27,2025,6,27,4
26563,26564,Bongani,Dlamini,40,North West,Klerksdorp,Self-employed,15942.19,2025-08-13,2025,8,13,2
26564,26565,Emma,Ndlovu,42,Mpumalanga,Mbombela,Self-employed,30640.03,2015-03-24,2015,3,24,1
26565,26566,Emma,Mabena,23,Gauteng,Soweto,Employed,56628.19,2022-11-04,2022,11,4,4
26566,26567,Lucas,Dlamini,41,Free State,Bethlehem,Employed,9528.26,2023-08-31,2023,8,31,3
26567,26568,Amelia,Mabena,42,Limpopo,Polokwane,Employed,5451.6,2013-08-25,2013,8,25,6
26568,26569,Amahle,Williams,18,Kwazulu-Natal,Durban,Self-employed,12348.83,2025-10-20,2025,10,20,0
26569,26570,Sipho,Molefe,30,Gauteng,Pretoria,Employed,10314.54,2017-03-25,2017,3,25,5
26570,26571,Oliver,Mabena,34,Gauteng,Midrand,Retired,40245.99,2012-08-17,2012,8,17,4
26571,26572,Oliver,Khumalo,51,Northern Cape,Kuruman,Student,20085.0,2023-04-08,2023,4,8,5
26572,26573,Thabo,Pillay,46,Eastern Cape,Nan,Self-employed,27416.91,2014-02-03,2014,2,3,0
26573,26574,Bongani,Jacobs,64,Free State,Bethlehem,Employed,23401.17,2014-09-16,2014,9,16,1
26574,26575,Naledi,Sithole,35,Mpumalanga,Mbombela,Retired,28274.72,2017-02-11,2017,2,11,5
26575,26576,Thabo,Mokoena,18,Gauteng,Pretoria,Employed,23706.94,2019-02-17,2019,2,17,6
26576,26577,Kabelo,Molefe,45,North West,Mahikeng,Nan,11586.65,2021-09-24,2021,9,24,4
26577,26578,Ethan,Mokoena,18,Kwazulu-Natal,Pietermaritzburg,Employed,19251.44,2025-10-17,2025,10,17,4
26578,26579,Kabelo,Mthembu,43,Free State,Bloemfontein,Self-employed,11396.4,2019-08-07,2019,8,7,2
26579,26580,Mia,Sithole,33,Gauteng,Pretoria,Employed,0.0,2016-11-17,2016,11,17,3
26580,26581,Ethan,Khumalo,32,Gauteng,Pretoria,Employed,14096.99,2019-01-17,2019,1,17,3
26581,26582,Lerato,Ndlovu,34,Gauteng,Johannesburg,Employed,33083.07,2017-06-14,2017,6,14,2
26582,26583,Mia,Botha,30,Gauteng,Soweto,Employed,65048.12,2013-11-29,2013,11,29,4
26583,26584,Naledi,Mahlangu,18,Western Cape,Paarl,Self-employed,0.0,2024-02-19,2024,2,19,0
26584,26585,Bongani,Sithole,52,Gauteng,Midrand,Employed,9420.69,2013-11-28,2013,11,28,3
26585,26586,Zanele,Nkosi,43,Eastern Cape,Gqeberha,Employed,25254.73,2012-01-21,2012,1,21,5
26586,26587,Kabelo,Dlamini,32,Mpumalanga,Mbombela,Self-employed,12388.88,2025-02-16,2025,2,16,6
26587,26588,Sophia,Botha,47,Western Cape,Cape Town,Employed,12634.4,2021-06-09,2021,6,9,2
26588,26589,Mia,Sithole,37,Western Cape,Cape Town,Student,21639.76,2018-07-25,2018,7,25,2
26589,26590,Ayanda,Ndlovu,55,Kwazulu-Natal,Pietermaritzburg,Employed,19531.24,2015-05-15,2015,5,15,4
26590,26591,Mia,Mabena,59,Eastern Cape,Mthatha,Self-employed,12443.8,2016-07-10,2016,7,10,6
26591,26592,Mia,Mabena,32,Kwazulu-Natal,Durban,Retired,29199.5,2012-02-17,2012,2,17,4
26592,26593,Emma,Ndlovu,42,Northern Cape,Kuruman,Retired,47811.1,2019-08-01,2019,8,1,3
26593,26594,Naledi,Mahlangu,48,Gauteng,Pretoria,Self-employed,82287.66,2025-05-14,2025,5,14,2
26594,26595,Zanele,Mokoena,59,Kwazulu-Natal,Pietermaritzburg,Employed,10237.38,2017-12-08,2017,12,8,4
26595,26596,Sophia, Khumalo ,18,Mpumalanga,Mbombela,Retired,64421.79,2025-02-10,2025,2,10,0
26596,26597,Ayanda,Nkosi,35,Kwazulu-Natal,Richards Bay,Employed,33908.52,2018-08-28,2018,8,28,1
26597,26598,Kabelo,Naidoo,29,Kwazulu-Natal,Durban,Nan,19171.24,2021-10-16,2021,10,16,5
26598,26599,Naledi,Ndlovu,26,North West,Mahikeng,Self-employed,13417.51,2016-03-27,2016,3,27,6
26599,26600,Sibusiso,Dlamini,44,Gauteng,Johannesburg,Student,5512.07,2019-07-20,2019,7,20,5
26600,26601,Lerato,Sithole,27,Gauteng,Midrand,Unemployed,23193.24,2018-04-08,2018,4,8,6
26601,26602,Zanele,Khumalo,57,Gauteng,Midrand,Employed,31993.23,2012-08-27,2012,8,27,0
26602,26603,Amelia,Pillay,54,Limpopo,Polokwane,Employed,20245.35,2021-03-06,2021,3,6,5
26603,26604, Naledi ,Khumalo,36,Limpopo,Tzaneen,Employed,17942.0,2021-01-20,2021,1,20,2
26604,26605,Noah,Mokoena,18,Gauteng,Pretoria,Employed,0.0,2020-11-16,2020,11,16,0
26605,26606,Ethan,Adams,21,Kwazulu-Natal,Pietermaritzburg,Employed,11855.36,2013-04-16,2013,4,16,1
26606,26607,Amahle,Botha,53,Kwazulu-Natal,Pietermaritzburg,Employed,34623.79,2013-10-31,2013,10,31,3
26607,26608,Ayanda,Nkosi,34,Gauteng,Soweto,Employed,33652.71,2021-05-16,2021,5,16,6
26608,26609,Anele,Naidoo,62,Limpopo,Tzaneen,Employed,17984.38,2024-01-27,2024,1,27,5
26609,26610,Sipho,Sithole,50,Gauteng,Pretoria,Employed,51129.07,2012-02-14,2012,2,14,1
26610,26611,Ava,Williams,74,Mpumalanga,Emalahleni,Self-employed,24719.24,2016-12-25,2016,12,25,6
26611,26612,Liam,Naidoo,57,Free State,Welkom,Unemployed,27596.53,2016-07-26,2016,7,26,1
26612,26613,Ethan,Mahlangu,50,Gauteng,Johannesburg,Employed,33471.82,2023-03-02,2023,3,2,3
26613,26614,Ethan,Molefe,32,Eastern Cape,East London,Employed,34435.59,2020-08-14,2020,8,14,4
26614,26615,Liam,Molefe,45,Free State,Bethlehem,Employed,76768.16,2024-01-13,2024,1,13,5
26615,26616,Amelia,Mthembu,35,Gauteng,Pretoria,Employed,6785.61,2025-05-17,2025,5,17,5
26616,26617,Mia,Nkosi,55,Gauteng,Soweto,Retired,11074.66,2018-03-12,2018,3,12,0
26617,26618,Thabo, Sithole ,21,Limpopo,Tzaneen,Employed,24852.21,2018-11-19,2018,11,19,0
26618,26619,Anele,Pillay,29,Eastern Cape,East London,Employed,12364.2,2014-09-13,2014,9,13,5
26619,26620,Anele,Williams,50,Free State,Welkom,Student,27009.37,2012-04-04,2012,4,4,2
26620,26621,Thabo,Mabena,26,Gauteng,Johannesburg,Employed,6643.2,2013-02-16,2013,2,16,5
26621,26622,Oliver,Botha,48,Free State,Bethlehem,Retired,19484.84,2016-01-25,2016,1,25,0
26622,26623,Sophia,Van Wyk,44,Eastern Cape,Gqeberha,Employed,13361.42,2019-06-26,2019,6,26,2
26623,26624,Noah,Sithole,40,Gauteng,Soweto,Employed,12628.74,2015-12-31,2015,12,31,3
26624,26625,Bongani,Ndlovu,53,Gauteng,Midrand,Employed,19107.96,2013-11-05,2013,11,5,1
26625,26626,Zanele,Van Wyk,29,Kwazulu-Natal,Richards Bay,Employed,5985.52,2022-08-14,2022,8,14,6
26626,26627,Lucas,Mokoena,29,Free State,Bethlehem,Self-employed,20924.87,2020-08-22,2020,8,22,5
26627,26628,Nomsa,Nkosi,44,Gauteng,Soweto,Employed,25110.94,2013-05-12,2013,5,12,6
26628,26629,Zanele,Williams,30,Mpumalanga,Secunda,Employed,24769.59,2015-02-28,2015,2,28,5
26629,26630,Kabelo,Nkosi,29,Gauteng,Midrand,Employed,42939.0,2021-07-17,2021,7,17,5
26630,26631,Kabelo,Adams,48,Limpopo,Thohoyandou,Employed,3000.0,2024-02-01,2024,2,1,3
26631,26632,Zanele,Botha,56,Gauteng,Soweto,Employed,42945.96,2021-05-03,2021,5,3,0
26632,26633,Bongani,Sithole,32,Free State,Welkom,Unemployed,20103.98,2016-10-31,2016,10,31,0
26633,26634,Naledi,Mabena,46,Kwazulu-Natal,Richards Bay,Self-employed,15896.48,2025-08-23,2025,8,23,5
26634,26635,Amahle,Dlamini,39,Eastern Cape,Gqeberha,Self-employed,27507.68,2019-10-18,2019,10,18,4
26635,26636,Sipho,Dlamini,39,Northern Cape,Kimberley,Employed,0.0,2019-01-03,2019,1,3,3
26636,26637,Amelia,Van Wyk,36,Western Cape,George,Employed,11055.76,2016-09-03,2016,9,3,5
26637,26638,Ethan,Mahlangu,37,Gauteng,Soweto,Self-employed,4692.94,2022-01-12,2022,1,12,2
26638,26639,Sophia,Ndlovu,43,Western Cape,George,Employed,22795.53,2012-08-22,2012,8,22,2
26639,26640,Bongani,Khumalo,33,Kwazulu-Natal,Pietermaritzburg,Employed,28224.13,2014-09-09,2014,9,9,1
26640,26641,Kabelo,Mthembu,51,Limpopo,Tzaneen,Employed,19450.68,2016-07-19,2016,7,19,1
26641,26642,Zanele,Pillay,31,Western Cape,Paarl,Employed,17335.38,2012-10-27,2012,10,27,5
26642,26643,Sipho,Khumalo,44,Free State,Bethlehem,Employed,50032.92,2025-07-28,2025,7,28,0
26643,26644,Kabelo,Molefe,49,Kwazulu-Natal,Pietermaritzburg,Employed,14855.38,2025-11-17,2025,11,17,0
26644,26645,Ava,Adams,38,North West,Rustenburg,Self-employed,21514.04,2025-02-19,2025,2,19,2
26645,26646,Amahle,Pillay,32,Gauteng,Johannesburg,Employed,30182.67,2019-11-12,2019,11,12,1
26646,26647,Ayanda,Williams,32,Northern Cape,Kuruman,Employed,38593.36,2023-05-29,2023,5,29,0
26647,26648,Amahle,Dlamini,32,Kwazulu-Natal,Durban,Employed,16316.46,2019-01-03,2019,1,3,3
26648,26649,Sophia,Ndlovu,37,Northern Cape,Kuruman,Employed,11572.89,2019-09-27,2019,9,27,4
26649,26650,Mia,Botha,32,Eastern Cape,Gqeberha,Self-employed,29627.54,2024-05-06,2024,5,6,0
26650,26651,Oliver,Van Wyk,34,Gauteng,Johannesburg,Unemployed,19096.65,2017-09-13,2017,9,13,2
26651,26652,Bongani,Mahlangu,30,Limpopo,Thohoyandou,Employed,9247.6,2013-05-18,2013,5,18,5
26652,26653,Bongani,Khumalo,25,Kwazulu-Natal,Pietermaritzburg,Unemployed,10682.24,2018-03-01,2018,3,1,3
26653,26654,Nomsa,Khumalo,58,Gauteng,Pretoria,Self-employed,12207.43,2017-04-24,2017,4,24,0
26654,26655,Amahle,Dlamini,18,Kwazulu-Natal,Durban,Employed,42612.94,2019-01-11,2019,1,11,4
26655,26656,Sibusiso,Adams,43,Mpumalanga,Emalahleni,Retired,8189.22,2015-10-07,2015,10,7,2
26656,26657,Ava,Williams,24,Free State,Bloemfontein,Employed,30727.77,2020-02-28,2020,2,28,4
26657,26658,Amahle,Botha,39,Gauteng,Soweto,Student,9384.35,2019-05-25,2019,5,25,5
26658,26659,Nomsa,Williams,41,Limpopo,Polokwane,Self-employed,12741.61,2022-03-30,2022,3,30,2
26659,26660,Sophia,Jacobs,26,Kwazulu-Natal,Pietermaritzburg,Employed,16553.75,2023-04-21,2023,4,21,4
26660,26661,Amahle,Jacobs,28,Western Cape,Cape Town,Employed,18021.44,2018-08-26,2018,8,26,6
26661,26662,Thabo,Sithole,35,Gauteng,Johannesburg,Employed,18133.9,2015-08-28,2015,8,28,4
26662,26663,Mia,Ndlovu,29,Western Cape,Paarl,Self-employed,32872.92,2021-03-24,2021,3,24,2
26663,26664,Lucas,Mthembu,36,Eastern Cape,East London,Self-employed,15123.41,2013-09-03,2013,9,3,1
26664,26665,Amelia,Dlamini,37,Gauteng,Johannesburg,Employed,6774.85,2012-11-06,2012,11,6,1
26665,26666,Liam,Pillay,29,Western Cape,Stellenbosch,Employed,29345.27,2012-12-02,2012,12,2,6
26666,26667,Oliver,Dlamini,47,Gauteng,Pretoria,Employed,92058.41,2022-07-16,2022,7,16,5
26667,26668,Bongani,Mokoena,46,Mpumalanga,Mbombela,Self-employed,45533.22,2021-04-19,2021,4,19,0
26668,26669,Sophia,Naidoo,28,Eastern Cape,Gqeberha,Employed,47330.27,2023-08-06,2023,8,6,6
26669,26670,Sibusiso,Mahlangu,22,Kwazulu-Natal,Richards Bay,Student,59406.39,2015-12-17,2015,12,17,3
26670,26671,Sophia,Botha,53,Free State,Bethlehem,Employed,18965.17,2025-01-08,2025,1,8,2
26671,26672,Ethan,Williams,18,Western Cape,Stellenbosch,Employed,28290.69,2017-04-23,2017,4,23,6
26672,26673,Ethan,Dlamini,27,Mpumalanga,Secunda,Self-employed,30018.92,2023-12-10,2023,12,10,6
26673,26674,Lucas,Williams,50,Gauteng,Pretoria,Student,32517.36,2025-06-17,2025,6,17,1
26674,26675,Sibusiso,Adams,40,Western Cape,Cape Town,Self-employed,26423.64,2015-10-24,2015,10,24,5
26675,26676,Lucas,Mabena,50,Gauteng,Pretoria,Student,23096.94,2018-01-05,2018,1,5,4
26676,26677,Sophia,Ndlovu,52,Western Cape,Paarl,Employed,19563.73,2020-09-02,2020,9,2,2
26677,26678,Amelia,Mabena,29,Gauteng,Soweto,Self-employed,35703.27,2024-07-29,2024,7,29,0
26678,26679,Nomsa,Molefe,46,Free State,Bethlehem,Student,55422.35,2025-10-22,2025,10,22,2
26679,26680,Anele,Adams,38,Gauteng,Soweto,Student,51550.65,2016-03-09,2016,3,9,2
26680,26681,Mia,Pillay,27,Western Cape,George,Retired,16394.96,2019-10-16,2019,10,16,2
26681,26682,Ava,Naidoo,31,Eastern Cape,East London,Self-employed,12129.23,2017-12-07,2017,12,7,3
26682,67716,Unknown,Customer,27,Eastern Cape,Gqeberha,Employed,19686.02,2015-09-09,2015,9,9,2
26683,26684,Naledi,Jacobs,43,Mpumalanga,Emalahleni,Employed,16192.06,2021-09-11,2021,9,11,5
26684,26685,Zanele,Van Wyk,22,Gauteng,Midrand,Nan,13734.5,2018-10-12,2018,10,12,4
26685,26686,Emma,Adams,25,Limpopo,Thohoyandou,Employed,24049.3,2023-11-29,2023,11,29,2
26686,26687,Kabelo,Molefe,47,Eastern Cape,East London,Employed,20114.04,2020-08-17,2020,8,17,0
26687,26688,Noah,Dlamini,46,Kwazulu-Natal,Durban,Employed,29604.84,2017-09-11,2017,9,11,0
26688,26689,Sophia,Adams,30,Gauteng,Soweto,Retired,39650.9,2021-06-26,2021,6,26,5
26689,26690,Ava,Mokoena,44,Kwazulu-Natal,Richards Bay,Employed,25043.27,2013-08-07,2013,8,7,2
26690,26691,Kabelo,Molefe,37,Gauteng,Pretoria,Retired,46870.58,2022-01-15,2022,1,15,5
26691,26692,Thabo,Mthembu,22,Eastern Cape,Mthatha,Unemployed,25409.76,2021-05-17,2021,5,17,0
26692,26693,Mia,Botha,27,Eastern Cape,East London,Retired,22167.6,2021-02-15,2021,2,15,0
26693,26694,Ava,Pillay,36,Gauteng,Pretoria,Employed,23739.67,2013-03-31,2013,3,31,6
26694,26695,Liam,Mokoena,63,Gauteng,Johannesburg,Retired,12479.16,2012-09-19,2012,9,19,2
26695,26696,Mia,Ndlovu,43,Mpumalanga,Mbombela,Employed,35282.36,2023-05-12,2023,5,12,4
26696,26697,Sipho,Nkosi,51,Kwazulu-Natal,Durban,Employed,59850.35,2020-05-20,2020,5,20,2
26697,26698,Sophia,Mokoena,18,Kwazulu-Natal,Richards Bay,Unemployed,17717.53,2016-01-23,2016,1,23,5
26698,26699,Ava,Botha,32,North West,Rustenburg,Retired,71313.23,2013-11-30,2013,11,30,5
26699,26700,Liam,Pillay,27,Gauteng,Johannesburg,Employed,0.0,2022-06-09,2022,6,9,3
26700,26701,Naledi,Naidoo,43,Eastern Cape,Nan,Employed,38422.4,2019-09-05,2019,9,5,3
26701,26702,Kabelo,Mahlangu,36,Free State,Bethlehem,Student,39506.93,2017-03-14,2017,3,14,1
26702,26703,Ayanda,Botha,18,Gauteng,Pretoria,Self-employed,23181.95,2021-10-04,2021,10,4,0
26703,26704,Sipho,Molefe,53,Gauteng,Midrand,Student,53191.94,2012-01-19,2012,1,19,3
26704,26705,Lucas,Mthembu,32,Mpumalanga,Mbombela,Retired,59923.97,2013-01-31,2013,1,31,3
26705,26706,Bongani,Van Wyk,40,Western Cape,George,Retired,4562.22,2019-06-12,2019,6,12,2
26706,26707,Emma,Mthembu,63,Gauteng,Midrand,Self-employed,23633.48,2018-11-11,2018,11,11,6
26707,26708,Bongani,Mokoena,39,Gauteng,Soweto,Retired,0.0,2012-04-28,2012,4,28,5
26708,26709,Oliver,Mabena,22,Limpopo,Polokwane,Employed,27601.3,2020-05-09,2020,5,9,5
26709,26710,Nomsa,Botha,35,Kwazulu-Natal,Pietermaritzburg,Self-employed,16841.22,2017-10-14,2017,10,14,5
26710,26711,Bongani,Jacobs,41,Gauteng,Midrand,Employed,16227.16,2013-01-19,2013,1,19,5
26711,26712,Ava,Williams,39,Kwazulu-Natal,Durban,Nan,34017.63,2021-08-27,2021,8,27,4
26712,26713,Anele,Nkosi,35,Kwazulu-Natal,Pietermaritzburg,Employed,50576.01,2015-10-26,2015,10,26,0
26713,26714,Oliver,Van Wyk,56,Free State,Bloemfontein,Unemployed,23345.11,2021-06-09,2021,6,9,2
26714,26715,Ethan,Naidoo,18,Mpumalanga,Emalahleni,Unemployed,19512.19,2013-12-08,2013,12,8,6
26715,26716,Ava,Williams,72,Gauteng,Pretoria,Employed,31046.61,2014-03-14,2014,3,14,4
26716,26717,Ayanda,Nkosi,45,Eastern Cape,Gqeberha,Employed,20834.26,2023-07-25,2023,7,25,1
26717,26718,Lerato,Jacobs,49,Eastern Cape,East London,Employed,32355.06,2012-01-13,2012,1,13,4
26718,26719,Nomsa,Mabena,44,Free State,Bloemfontein,Student,0.0,2024-11-19,2024,11,19,1
26719,26720,Ava,Khumalo,31,Kwazulu-Natal,Pietermaritzburg,Retired,53300.92,2019-06-19,2019,6,19,2
26720,26721,Anele,Dlamini,42,Western Cape,George,Student,15078.03,2019-05-26,2019,5,26,6
26721,26722,Zanele,Jacobs,31,Eastern Cape,East London,Self-employed,12769.21,2018-05-14,2018,5,14,0
26722,26723,Thabo,Van Wyk,50,Kwazulu-Natal,Richards Bay,Employed,18252.71,2012-10-02,2012,10,2,1
26723,26724,Sibusiso,Naidoo,36,Kwazulu-Natal,Durban,Self-employed,11919.97,2020-09-24,2020,9,24,3
26724,26725,Lucas,Van Wyk,43,Gauteng,Midrand,Employed,65609.45,2012-10-13,2012,10,13,5
26725,26726,Sibusiso,Jacobs,37,Western Cape,Stellenbosch,Employed,32710.0,2017-06-06,2017,6,6,1
26726,26727,Kabelo,Botha,28,Gauteng,Midrand,Employed,17401.64,2018-07-02,2018,7,2,0
26727,26728,Thabo,Mabena,48,Gauteng,Midrand,Student,70232.64,2023-11-02,2023,11,2,3
26728,26729,Ayanda,Botha,43,Gauteng,Midrand,Employed,23995.42,2018-08-05,2018,8,5,6
26729,26730,Sibusiso,Sithole,37,Gauteng,Soweto,Employed,27724.3,2013-08-10,2013,8,10,5
26730,26731,Mia,Ndlovu,41,Western Cape,Paarl,Employed,10883.28,2018-01-04,2018,1,4,3
26731,26732,Thabo,Ndlovu,44,Gauteng,Pretoria,Unemployed,9160.22,2024-08-04,2024,8,4,6
26732,26733,Zanele,Dlamini,61,Northern Cape,Kimberley,Employed,26301.14,2017-02-05,2017,2,5,6
26733,26734,Amelia,Mokoena,70,Kwazulu-Natal,Durban,Self-employed,11287.29,2024-06-30,2024,6,30,6
26734,26735,Zanele,Pillay,37,Gauteng,Soweto,Employed,8474.47,2017-12-21,2017,12,21,3
26735,26736,Bongani,Dlamini,30,Free State,Welkom,Unemployed,44969.67,2012-10-18,2012,10,18,3
26736,26737,Mia,Botha,38,Kwazulu-Natal,Durban,Retired,17592.49,2025-07-25,2025,7,25,4
26737,26738,Nomsa,Van Wyk,35,Western Cape,George,Employed,16516.96,2014-09-29,2014,9,29,0
26738,26739,Thabo,Naidoo,54,Kwazulu-Natal,Durban,Employed,29045.0,2021-09-20,2021,9,20,0
26739,26740,Ava,Mabena,38,Gauteng,Johannesburg,Employed,9280.77,2018-12-02,2018,12,2,6
26740,26741,Noah,Van Wyk,29,Kwazulu-Natal,Pietermaritzburg,Employed,18347.46,2015-05-27,2015,5,27,2
26741,26742,Amelia,Mokoena,50,Gauteng,Midrand,Employed,9252.56,2021-09-14,2021,9,14,1
26742,26743,Naledi,Molefe,39,Kwazulu-Natal,Richards Bay,Employed,12718.2,2024-01-05,2024,1,5,4
26743,26744,Ethan,Mthembu,30,Gauteng,Midrand,Self-employed,77891.75,2019-11-18,2019,11,18,0
26744,26745,Liam,Ndlovu,45,Gauteng,Johannesburg,Student,25060.05,2022-08-03,2022,8,3,2
26745,26746,Mia,Khumalo,18,Eastern Cape,East London,Retired,15540.32,2019-08-08,2019,8,8,3
26746,26747,Amahle,Pillay,35,Gauteng,Pretoria,Student,9218.61,2015-04-29,2015,4,29,2
26747,26748,Noah,Mabena,53,Gauteng,Johannesburg,Student,41696.69,2013-01-28,2013,1,28,0
26748,26749,Zanele,Mokoena,39,Western Cape,Paarl,Employed,22328.51,2018-01-21,2018,1,21,6
26749,26750,Sophia,Mabena,55,Eastern Cape,Gqeberha,Employed,35473.25,2023-06-03,2023,6,3,5
26750,26751,Amelia,Ndlovu,34,Kwazulu-Natal,Pietermaritzburg,Employed,23689.62,2013-10-21,2013,10,21,0
26751,26752,Sophia,Naidoo,49,Limpopo,Polokwane,Employed,11362.15,2013-10-14,2013,10,14,0
26752,26753,Sophia,Williams,27,Kwazulu-Natal,Richards Bay,Employed,18322.02,2023-05-10,2023,5,10,2
26753,26754,Ava,Mokoena,36,Northern Cape,Upington,Self-employed,20392.25,2023-04-17,2023,4,17,0
26754,26755,Thabo,Mokoena,25,Gauteng,Soweto,Self-employed,23297.59,2019-10-10,2019,10,10,3
26755,26756,Naledi,Mokoena,18,Free State,Bethlehem,Unemployed,0.0,2014-03-26,2014,3,26,2
26756,26757,Kabelo,Nkosi,29,Kwazulu-Natal,Richards Bay,Self-employed,47825.17,2019-01-27,2019,1,27,6
26757,26758,Ayanda,Khumalo,31,Gauteng,Pretoria,Employed,20020.62,2019-03-30,2019,3,30,5
26758,26759,Thabo,Van Wyk,30,Free State,Welkom,Retired,93325.32,2018-07-12,2018,7,12,3
26759,26760,Thabo,Mahlangu,55,North West,Rustenburg,Employed,9330.16,2015-04-18,2015,4,18,5
26760,26761,Emma, Mokoena ,67,Free State,Bethlehem,Employed,13163.53,2015-03-15,2015,3,15,6
26761,26762,Kabelo,Van Wyk,38,Gauteng,Pretoria,Employed,22345.89,2021-06-10,2021,6,10,3
26762,26763,Nomsa,Mabena,43,Kwazulu-Natal,Pietermaritzburg,Employed,40230.91,2025-09-30,2025,9,30,1
26763,26764,Mia,Molefe,32,Gauteng,Johannesburg,Self-employed,102206.46,2023-10-29,2023,10,29,6
26764,26765,Sipho,Adams,39,Eastern Cape,Gqeberha,Employed,11816.87,2020-02-18,2020,2,18,1
26765,26766,Liam,Khumalo,40,Gauteng,Johannesburg,Retired,104065.5,2022-10-20,2022,10,20,3
