,customer_id,first_name,last_name,age,province,city,employment_status,income,customer_since
6245,6246,Mia,Mahlangu,35,Western Cape,George,Employed,51167.73,2012-05-15
6246,6247,Oliver,Molefe,18,KwaZulu-Natal,Pietermaritzburg,Employed,37933.48,2016-12-25
6247,6248,Sophia,Sithole,50,KwaZulu-Natal,Richards Bay,Retired,7370.82,10 Jul 2021
6248,6249,Amahle,Adams,50,KwaZulu-Natal,Richards Bay,Employed,5443.48,2024-04-29
6249,6250,Oliver,Pillay,42,Eastern Cape,East London,Self-employed,33905.55,2017-06-05
6250,6251,Sipho,Naidoo,58,Western Cape,George,Student,25231.09,2018-03-08
6251,6252,Bongani,Molefe,32,Gauteng,Midrand,Student,21574.17,2014-07-10
6252,6253,Thabo,Mokoena,36,Free State,Bloemfontein,Self-employed,24919.06,2016-11-26
6253,6254,Zanele,Mabena,30,Mpumalanga,Mbombela,Employed,59203.65,2023-01-06
6254,6255,Emma,mokoena,27,KwaZulu-Natal,Pietermaritzburg,Employed,22578.79,2016-07-29
6255,6256,Naledi,NAIDOO,35,Western Cape,George, Employed ,15813.12,2021-07-14
6256,6257,Noah,Van Wyk,48,Limpopo,Thohoyandou,Employed,16126.63,2020-05-22
6257,6258,ethan,Van Wyk,39,Mpumalanga,Secunda,RETIRED,13990.14,2024-10-09
6258,6259,Noah,Nkosi,18,Gauteng,Pretoria,Self-employed,13924.35,29-08-2015
6259,6260,Emma,Khumalo,25,Gauteng,Soweto,Student,23657.49,2017-07-25
6260,6261,Amelia,Dlamini,22,Western Cape,George,Employed,28921.45,2019-09-14
6261,6262,Naledi,Botha,57,KwaZulu-Natal,Richards Bay,Self-employed,13187.91,2016-02-13
6262,6263,Bongani,Mthembu,31,Mpumalanga,Emalahleni,Unemployed,13771.1,2023-03-22
6263,6264,Oliver,Molefe,44,Eastern Cape,Gqeberha,Unemployed,42677.17,2017-10-27
6264,6265,Lerato,Mabena,33,Gauteng,Pretoria,Employed,32050.35,2018-09-04
6265,6266,Bongani,Naidoo,23,Eastern Cape,GQEBERHA,Self-employed,29623.09,2018-06-18
6266,6267,Nomsa,Mokoena,18,Limpopo,Polokwane,Employed,23197.76,2019-04-05
6267,6268,Sibusiso,Adams,50,KwaZulu-Natal,Pietermaritzburg,Employed,39240.38,2012-10-14
6268,6269,Thabo,Molefe,47,Limpopo,Tzaneen,Unemployed,25719.46,2016-11-08
6269,6270,Lerato,Khumalo,61,Gauteng,Midrand,Self-employed,24220.0,2016-10-31
6270,6271,Ethan,Van Wyk,36,Gauteng,Pretoria,Employed,,2016-09-12
6271,6272,Ethan,Pillay,54,KwaZulu-Natal,Pietermaritzburg,Employed,28845.44,2016-08-11
6272,6273,Oliver,Mahlangu,26,KwaZulu-Natal,Durban,Retired,42778.64,2015-02-10
6273,6274,Oliver,Mokoena,18,Northern Cape,Upington,Employed,24756.2,2022-08-31
6274,6275,Ava,Botha,22,kwazulu-natal,Richards Bay,Employed,16240.29,2018-12-26
6275,6276,Liam,Mabena,65,Gauteng,Soweto,Employed,17953.61,2023-06-02
6276,6277,Nomsa,Mahlangu,36,Gauteng,Soweto,Employed,23695.53,2018-12-15
6277,6278,Emma,Botha,18,KwaZulu-Natal,Richards Bay,Self-employed,19982.59,2014-02-25
6278,6279,Sophia,Van Wyk,999,Gauteng,Pretoria,Retired,43510.4,2024-06-26
6279,6280,Kabelo,Pillay,36,Free State,Welkom,Self-employed,14331.37,2016-07-28
6280,6281,Zanele,Dlamini,34,Gauteng,Pretoria,,25536.43,2019-07-19
6281,6282,Emma,Mabena,48,Gauteng,Midrand,Employed,18358.93,2020-02-29
6282,6283,Ethan,Molefe,18,KwaZulu-Natal,Pietermaritzburg,Unemployed,44008.27,2012-02-29
6283,6284,Kabelo,Van Wyk,55,Western Cape,George,Unemployed,22999.34,2022-10-29
6284,6285,Bongani,Khumalo,47,EASTERN CAPE,Mthatha,Retired,,2015-01-03
6285,6286,Bongani,Williams,54,KwaZulu-Natal,Richards Bay,Employed,7973.96,2019-04-14
6286,6287,Mia,Sithole,59,KwaZulu-Natal,Richards Bay,Employed,25920.07,2015-11-21
6287,6288,Bongani,Dlamini,23,Eastern Cape,Mthatha,Employed,21809.59,2018-11-26
6288,6289,Zanele,mahlangu,43,FREE STATE,Welkom,Employed,12879.7,2016-07-23
6289,6290,Bongani,Jacobs,52,Limpopo,Thohoyandou,Employed,12148.06,2016-06-01
6290,6291,NOAH,Molefe,29,Gauteng,Midrand,Employed,13304.69,2025-11-03
6291,6292,Oliver,mthembu,49,Gauteng,Johannesburg,Student,22290.11,2018-11-01
6292,6293,Mia,Naidoo,39,Eastern Cape,East London,Employed,10007.5,2023-12-27
6293,6294,Naledi,Naidoo,18,kwazulu-natal,durban,Unemployed,49 869.00,2012-08-03
6294,6295,Noah,Van Wyk,73,Eastern Cape,Mthatha,Employed,35596.51,2018-11-25
6295,6296,Ava,Naidoo,51,KwaZulu-Natal,Durban,Employed,,2025-07-14
6296,6297,Liam,Dlamini,45,Free State,Welkom,Student,,2012-09-03
6297,6298,Oliver,Pillay,38,Gauteng,Soweto,Self-employed,,2018-12-09
6298,6299,Sibusiso,Mahlangu,42,KwaZulu-Natal,Pietermaritzburg,Student,26 646.04,2013-05-24
6299,6300,Anele,Adams,30,Gauteng,Soweto,Employed,18892.51,2012-02-02
6300,6301,Naledi,Mokoena,33,Gauteng,Midrand,Employed,22662.1,2020-08-10
6301,6302,Amahle,Molefe,38,Eastern Cape,Mthatha,Student,45656.98,2017-01-02
6302,6303,Nomsa,Khumalo,33,KwaZulu-Natal,Richards Bay,Student,24423.91,2025-12-14
6303,6304,Sophia,Mokoena,40,Gauteng,Pretoria,Employed,9095.52,2025-02-11
6304,6305,Thabo,Dlamini,22,Mpumalanga,Mbombela,Student,"124,795",2014-12-16
6305,6306,Bongani,Ndlovu,35,Free State,Bloemfontein,Unemployed,44527.07,2023/03/09
6306,6307,Zanele,Mthembu,34,KWAZULU-NATAL,Durban,RETIRED,12332.16,2019-09-08
6307,6308,Amahle,Pillay,35,North West,Mahikeng,Unemployed,16848.07,29-10-2018
6308,6309,Sipho,Molefe,41,kwazulu-natal,Durban,Employed,12424.85,2018-10-10
6309,6310,Anele,Ndlovu,49,limpopo,Tzaneen,Employed,15318.98,24-01-2019
6310,6311,Bongani,Nkosi,48,Gauteng,Soweto,Self-employed,17279.1,2018-10-30
6311,6312,Mia,Van Wyk,18,Gauteng,JOHANNESBURG,Student,42596.8,2015-10-02
6312,6313,Anele,Williams,44,Gauteng,Pretoria,Employed,7190.09,2024-03-05
6313,6314,Liam,Mabena,56,Western Cape,Stellenbosch,Employed,19599.97,2012-03-10
6314,6315,Bongani,Mokoena,58,KwaZulu-Natal,Durban,Employed,84919.96,2015-11-28
6315,6316,Oliver,Ndlovu,41,Gauteng,Soweto,Employed,16839.94,2015-11-22
6316,6317,Sophia,Mokoena,36,Eastern Cape,East London,Employed,43878.55,2025-04-12
6317,6318,Lucas,Nkosi,49,Gauteng,Midrand,Unemployed,11805.49,2019-04-15
6318,6319,Liam,Mokoena,18,Gauteng,Johannesburg,Employed,37765.92,2015-11-05
6319,6320,Mia,Jacobs,29,North West,Klerksdorp,Self-employed,33569.8,2023-12-28
6320,6321,Thabo,Mabena,46,EASTERN CAPE,East London,Employed,21320.69,2015-01-30
6321,6322,Sophia,mahlangu,33,North West,Rustenburg,Retired,31782.85,2025-04-17
6322,6323,Lucas,Naidoo,47,KwaZulu-Natal,Pietermaritzburg,Employed,"R 35,477.21",2020-01-01
6323,6324,Kabelo,Botha,36,Western Cape,Stellenbosch,Unemployed,59539.76,2020-10-22
6324,6325,Zanele,Mabena,32,KwaZulu-Natal,Durban,Employed,,2012-04-04
6325,6326,Amelia,Ndlovu,56,KwaZulu-Natal,Pietermaritzburg,Retired,36142.3,2017-10-23
6326,64039,Unknown,Customer,33,Western Cape,Stellenbosch,Unemployed,3338.25,2020-04-01
6327,6328,Sibusiso,Jacobs,40,Mpumalanga,Mbombela,SELF-EMPLOYED,40138.81,2018-05-12
6328,6329,Thabo,Botha,33,kwazulu-natal,Durban,Employed,19651.8,2024-07-02
6329,6330,Ayanda,Khumalo,54,Free State,Welkom,Employed,55801.03,2022-11-01
6330,6331,Ethan,Mokoena,32,KwaZulu-Natal,Durban,Employed,14775.15,2020-06-29
6331,6332,Noah,Pillay,27,KwaZulu-Natal,Pietermaritzburg,Employed,18742.5,2016-05-10
6332,6333,Thabo,Botha,40,Gauteng,Soweto,Employed,,2014-09-16
6333,6334,Amahle,Pillay,20,Northern Cape,Upington,Employed,18359.02,2022-04-09
6334,6335,Oliver,Van Wyk,36,GAUTENG,Pretoria,Employed,6016.73,2019-03-11
6335,6336,Emma,Mokoena,38,Gauteng,Midrand,SELF-EMPLOYED,29227.65,2020-09-16
6336,6337,Zanele,Nkosi,41,Western Cape,Cape Town,Unemployed,,2016-01-28
6337,6338,Nomsa,Khumalo,22,Eastern Cape,East London,Student,37818.68,2013-01-06
6338,6339,Lucas,Van Wyk,35,Northern Cape,Kuruman,Employed,31451.14,2024-07-17
6339,6340,Kabelo,Sithole,26,Mpumalanga,Secunda,Unemployed,30142.46,2017-12-27
6340,6341,Ava,Botha,27,Eastern Cape,Gqeberha,Employed,13792.06,2015-03-19
6341,6342,Sophia,Jacobs,31,Northern Cape,Kimberley,Employed,7644.31,2016-09-22
6342,6343,Emma,Mthembu,21,Free State,Bethlehem,Self-employed,46670.12,2025-08-20
6343,6344,Sibusiso,Pillay,36,Gauteng,Soweto,Employed,71366.17,2025-07-09
6344,6345,Naledi,Mokoena,18,KwaZulu-Natal,Pietermaritzburg,Self-employed,23770.84,2014-11-04
6345,6346,Kabelo,Nkosi,28,western cape,George,Employed,6770.95,2017-05-25
6346,6347,Anele,Van Wyk,49,Gauteng,Johannesburg,Employed,33938.74,2022-08-12
6347,6348,Zanele,Ndlovu,42,Gauteng,Soweto,Unemployed,31172.59,2020-11-12
6348,6349,Oliver,Mthembu,49,gauteng,Soweto,Retired,28890.03,22-10-2022
6349,6350,Sibusiso,Naidoo,27,north west,KLERKSDORP,Unemployed,37397.73,2020-08-21
6350,6351,Amelia,Sithole,44,Northern Cape,Kimberley,employed,34440.09,2016-08-15
6351,6352,Amelia,Ndlovu,57,Gauteng,Johannesburg,Self-employed,30143.59,2022-06-20
6352,6353,Kabelo,Mabena,51,Eastern  Cape,East London,Employed,17634.61,2019-07-01
6353,6354,Zanele,Mthembu,28,Gauteng,Soweto,Student,19721.06,2022-11-23
6354,6355,Nomsa,Van Wyk,38,Gauteng,Johannesburg,Self-employed,7081.5,2023-01-22
6355,6356,Thabo,Pillay,43,Gauteng,Midrand,Employed,30237.2,2022-07-08
6356,6357,Sophia,Molefe,42,Gauteng,Pretoria,Retired,9488.26,2012-05-26
6357,6358,Nomsa,Botha,63,Gauteng,Soweto,Employed,23825.62,2018-01-28
6358,6359,Kabelo,Ndlovu,46,Gauteng,Soweto,,16651.49,2022-09-02
6359,6360,Zanele,Adams,22,Western Cape,Paarl,Employed,29645.17,2018-02-19
6360,6361,Amahle,Dlamini,43,Gauteng,Midrand,Employed,12802.08,2013-04-17
6361,6362,Naledi,Mokoena,48,Mpumalanga,Mbombela,Employed,5645.94,2012-08-01
6362,6363,Nomsa,Ndlovu,48, Western Cape ,Paarl,Employed,19467.9,2016-03-31
6363,6364,Bongani,Dlamini,43,Gauteng,Midrand,Student,12370.33,2021-04-06
6364,6365,Noah,Mahlangu,44,KwaZulu-Natal,Richards Bay,Employed,44008.25,2019-10-28
6365,6366,Mia,Van Wyk,18,Gauteng, Pretoria ,Employed,"50,219.95",2024-09-30
6366,6367,Sibusiso,Mokoena,35,KwaZulu-Natal,Durban,Self-employed,14105.24,2018-04-19
6367,6368,Liam,Mabena,39,Western Cape,Paarl,Employed,143008.34,2017-06-22
6368,6369,Ayanda,Van Wyk,27,Eastern Cape,Mthatha,Self-employed,33144.47,2017-03-30
6369,6370,Ayanda,Sithole,33,KwaZulu-Natal,Richards Bay,Employed,25184.79,2024-09-23
6370,6371,Naledi,Williams,50,Eastern Cape,East London,Self-employed,12973.09,2019-07-15
6371,6372,Noah,Mthembu,37,KwaZulu-Natal,Richards Bay,Employed,124702.37,22-02-2023
6372,6373,Kabelo,Ndlovu,34,Kwazulu-Natal,Durban,self-employed,"R 18,241.27",2016-05-03
6373,6374,Mia,Nkosi,36,Gauteng,Soweto, Retired ,17161.08,2024-10-07
6374,6375,Lerato,Van Wyk,53,GAUTENG,Johannesburg,Employed,36497.8,2012-10-09
6375,6376,Lucas,Botha,43,KwaZulu-Natal,Durban,Employed,40667.65,2022-01-06
6376,6377,Liam,Molefe,30,Western Cape,Cape Town,Employed,76018.53,2020-11-23
6377,6378,Amelia,Ndlovu,27,Gauteng,Midrand,Self-employed,43889.43,2021-05-14
6378,6379,Lucas,Dlamini,32,Eastern Cape,Mthatha,Retired,21918.15,31/02/2026
6379,6380,Amahle,Mabena,50, Western Cape ,Cape Town,Employed,28529.48,2016-09-10
6380,6381,Anele,Pillay,34,Western Cape,Cape Town,Employed,24705.42,2024-02-17
6381,6382,Nomsa,Molefe,61,Eastern Cape,Mthatha,Employed,52779.53,2025-06-17
6382,6383,Sophia,Jacobs,46,Gauteng,Soweto,Employed,57338.27,2021-01-04
6383,6384,Liam,Mokoena,65,Limpopo,Polokwane,Employed,8161.08,2014-10-17
6384,6385,Thabo,Williams,41, North West ,Mahikeng,Employed,49719.95,22/05/2024
6385,6386,Amahle,Adams,41,North West,Rustenburg,Employed,,2012-07-07
6386,6387,Naledi,Dlamini,43,KwaZulu-Natal,Pietermaritzburg,Student,30378.81,2012-05-11
6387,6388,Amahle,Naidoo,24,Gauteng,Midrand,Employed,20523.54,2021-05-30
6388,6389,Ayanda,Van Wyk,32, KwaZulu-Natal ,Richards Bay,Self-employed,6902.38,2021-07-24
6389,6390,Nomsa,Mabena,37,Eastern Cape,East London,Self-employed,8482.53,2017-04-23
6390,6391,Noah,Khumalo,28,Eastern Cape,Mthatha,Self-employed,13302.49,2022-12-30
6391,6392,Kabelo,Jacobs,26,Gauteng,Johannesburg,,,2021-05-02
6392,6393,Sophia,Botha,51,Western Cape,George,Self-employed,8498.98,2020-03-30
6393,6394,Lucas,Ndlovu,44,Gauteng,Pretoria,Employed,21001.57,2014-05-03
6394,6395,Lerato,Williams,48,Gauteng,Johannesburg,Unemployed,45405.22,2022-05-31
6395,6396,Sipho,Adams,46,Gauteng,Johannesburg,Employed,34459.96,2017-11-28
6396,6397,Sophia,Molefe,18,North West,Rustenburg,Unemployed,,2018-05-12
6397,6398,Thabo,Mthembu,23,Western  Cape,Cape Town, Employed ,14982.36,2021-10-12
6398,6399,Amelia,Jacobs,28,KWAZULU-NATAL,Durban,,27573.47,2018-04-03
6399,6400,Ayanda,Mokoena,18,North West,Mahikeng,Self-employed,19096.6,2012-03-06
6400,6401,Noah,Naidoo,54,Gauteng,Johannesburg,Unemployed,66083.12,2022-06-03
6401,6402,Zanele,Van Wyk,39,KwaZulu-Natal,Richards Bay,Self-employed,9186.06,2017-03-22
6402,6403,Sipho,Pillay,40,Eastern Cape,Gqeberha,Unemployed,9426.09,2023-10-21
6403,6404,Mia,Van Wyk,52,Gauteng,Soweto,Retired,30664.14,2022-05-14
6404,6405,Sophia,Ndlovu,42,KwaZulu-Natal,Durban,Self-employed,24113.21,2015-02-12
6405,6406,Emma,Naidoo,35,Limpopo,Thohoyandou,Self-employed,,2019-11-24
6406,6407,Bongani,Pillay,32,Free State,Bloemfontein,Retired,15280.51,2025-11-18
6407,6408,Sibusiso,Molefe,55,Limpopo,Thohoyandou,Student,4216.88,2018-07-04
6408,6409,Ayanda,Botha,34,Northern Cape,Kuruman,Self-employed,21348.43,2017-04-21
6409,6410,Emma,Botha,62,Gauteng,Johannesburg,Employed,15209.41,2014-05-26
6410,6411,Sibusiso,Pillay,18,Free State,Welkom,Employed,19261.16,2021-06-18
6411,6412,Amelia,Ndlovu,39,KwaZulu-Natal,Pietermaritzburg,Student,12670.79,2019-07-23
6412,6413,Ava,Sithole,34,Eastern Cape,Mthatha,Employed,61229.11,2023-11-18
6413,6414,Nomsa,Molefe,24,Free State,Bloemfontein,,"17,623.14",2016-07-14
6414,6415,Naledi,Mabena,28,Free State,Bethlehem,employed,12735.05,2014-10-21
6415,6416,Nomsa,Sithole,26,Mpumalanga,Mbombela,Self-employed,39028.06,2018-12-20
6416,6417,Liam,Ndlovu,43,Gauteng,Johannesburg,Student,24668.22,2014-09-06
6417,6418,Sophia,BOTHA,28,Eastern Cape,East London,Employed,31741.88,2023-05-31
6418,6419,Lucas,Dlamini,30,Gauteng,Soweto,Employed,63808.79,2013-03-11
6419,6420,Amahle,Sithole,40,KwaZulu-Natal,Richards Bay,Employed,20038.79,2021-07-28
6420,6421,Noah,Sithole,48,Free State,Bethlehem,Employed,8686.05,2012-08-23
6421,6422,Amelia,Naidoo,21,LIMPOPO,Polokwane,Employed,10226.64,2020-05-03
6422,6423,Amahle,Pillay,18,KwaZulu-Natal,Pietermaritzburg,Unemployed,25775.43,2012-06-22
6423,6424,Mia,Naidoo,31,KwaZulu-Natal,Pietermaritzburg,Self-employed,14891.24,2020-11-30
6424,6425,Bongani, Mahlangu ,44,Gauteng,Johannesburg,Student,40887.43,2025-04-04
6425,6426,Noah,Mthembu,36,Gauteng,Soweto,Employed,32441.52,2025-01-18
6426,6427,Kabelo,Mokoena,27,Gauteng,pretoria,Self-employed,53903.8,2018-09-10
6427,6428, Sophia ,Dlamini,44,Mpumalanga,Secunda,Retired,42407.34,2012-12-28
6428,6429,Nomsa,SITHOLE,30,Gauteng,Johannesburg,Employed,31793.22,2024-11-03
6429,6430,Naledi,Ndlovu,46,Northern Cape,Kuruman,Self-employed,29462.35,28 Mar 2016
6430,6431,Ayanda,Ndlovu,34,Gauteng,Johannesburg, Employed ,,2022-05-04
6431,6432,Noah,Ndlovu,27,Free State,Welkom,Self-employed,17257.29,11 Jul 2017
6432,6433,Amelia,Mahlangu,59,KwaZulu-Natal,Durban,Unemployed,7941.98,2012-08-20
6433,6434,Liam,Nkosi,57,eastern cape,Gqeberha,Employed,50560.08,2022-03-13
6434,6435,Anele,Ndlovu,41,Eastern Cape,Mthatha,Unemployed,4591.95,2025-09-30
6435,6436,Sophia,Dlamini,51,Eastern Cape,Gqeberha,Employed,29158.95,2019-03-15
6436,6437,Anele,Khumalo,37,Mpumalanga,Mbombela,Unemployed,11559.96,2024-11-12
6437,6438,Thabo, Jacobs ,22,KwaZulu-Natal,Pietermaritzburg, Employed ,"4,872.55",2018-09-12
6438,6439,Kabelo,Pillay,30,western cape,Cape Town,Employed,54417.74,2021-03-10
6439,6440,Mia,Mokoena,42,Gauteng,Soweto,Student,21849.7,2013-05-03
6440,6441,Ava,Botha,46,EASTERN CAPE,Mthatha,Self-employed,35866.17,2020-09-25
6441,6442,Noah,Mokoena,56, KwaZulu-Natal ,Durban,Employed,51999.69,2020-12-30
6442,6443,Sibusiso,Williams,29,KwaZulu-Natal,Richards Bay,Employed,7760.58,2014-11-25
6443,6444,Nomsa,Sithole,46,KWAZULU-NATAL,Richards Bay,Unemployed,14929.42,2016-10-14
6444,6445,Sophia,Mabena,26,Gauteng,Soweto,Self-employed,4950.93,2024-05-08
6445,6446,Amelia,Pillay,43,Free State,Bethlehem,Employed,9620.88,2020-10-14
6446,6447,Ayanda,Mthembu,25, Free State ,Bloemfontein,Employed,41804.32,2018-07-27
6447,6448,Mia,Molefe,50,eastern cape,Gqeberha,Employed,17580.68,2016-12-05
6448,6449,Ayanda,Mokoena,42,Eastern Cape,Gqeberha,Employed,12445.72,2017-01-30
6449,6450,Sophia,Mabena,20,Mpumalanga,Secunda,Self-employed,23219.63,2023-06-05
6450,6451,Sipho,Adams,45,KWAZULU-NATAL,Pietermaritzburg,,6278.28,2023-07-03
6451,6452,Sophia,Naidoo,18,North West,Mahikeng,Employed,19579.67,2023-08-16
6452,6453,Amelia,Mahlangu,32,Western Cape,George,Self-employed,32906.6,2016-01-23
6453,6454,Amelia,Botha,45,Eastern Cape,Gqeberha,Employed,67641.33,09 Aug 2016
6454,6455,Emma,Mahlangu,37,Eastern Cape,Gqeberha,Employed,"21,613",10 Mar 2012
6455,6456,Zanele,Mthembu,30,KwaZulu-Natal,Richards Bay,Employed,11086.49,2022-05-25
6456,6457,Mia,Botha,22,Gauteng,Soweto,Self-employed,39441.68,2018-01-01
6457,6458,Nomsa,Jacobs,18,KwaZulu-Natal,Durban,Unemployed,,2024-08-31
6458,6459,Nomsa,Naidoo,29,Gauteng,Midrand,Self-employed,37180.08,2023-08-20
6459,6460,Liam,Mthembu,22,Mpumalanga,mbombela,Employed,18529.89,2013-08-03
6460,6461,Ayanda,Mabena,43,GAUTENG,Johannesburg,Employed,23260.41,2023-07-08
6461,6462,Amelia,Naidoo,20,Gauteng,Midrand,Employed,19156.08,2022-06-22
6462,6463,Ayanda,Nkosi,27,KwaZulu-Natal,Durban,Employed,10173.34,2021-07-27
6463,6464,Lerato,Khumalo,48,Gauteng,Johannesburg,Retired,17924.18,2015-12-08
6464,6465,Oliver,Nkosi,61,Western Cape,George,Self-employed,9360.74,2020-03-01
6465,6466,Bongani,Sithole,24,KwaZulu-Natal,Richards Bay,Employed,16668.76,2025-11-14
6466,6467,Anele,Molefe,46,KwaZulu-Natal,Pietermaritzburg, Student ,19289.1,2015-06-14
6467,6468,Emma,Adams,52,Gauteng,Soweto,Self-employed,19077.89,2024-04-24
6468,6469,Sophia,Botha,29,KwaZulu-Natal,Pietermaritzburg,Employed,19722.14,2018-09-08
6469,6470,Liam,Molefe,33,KwaZulu-Natal,Pietermaritzburg,Employed,25326.92,2016-12-23
6470,6471,Liam,Van Wyk,40,Free State,Bethlehem,Employed,29519.6,2022/09/05
6471,6472,Bongani,Adams,42,Gauteng,Pretoria,Unemployed,24564.96,2016-04-28
6472,6473,Sibusiso,Sithole,42,Gauteng,Soweto,Retired,18298.59,2017-01-02
6473,6474,Nomsa,Mabena,44,North West,Klerksdorp,Retired,66375.14,2013/07/18
6474,6475,Bongani,Mokoena,63,KwaZulu-Natal,Durban,Retired,21690.56,07 Mar 2025
6475,6476,Lerato,Molefe,37,Western Cape,Cape Town,Retired,23199.31,2014-08-12
6476,6477,Emma,Williams,52,Limpopo,Tzaneen,,27361.38,2022-07-16
6477,6478,Lerato,Sithole,18,Gauteng,Pretoria,EMPLOYED,9848.36,2017-03-22
6478,6479,Sophia,Pillay,31,Limpopo,Tzaneen,Employed,20546.56,2013-06-18
6479,6480,Zanele,Naidoo,18,Eastern Cape,MTHATHA,Employed,13474.92,2020-08-19
6480,6481,Oliver,Sithole,76,North West,Klerksdorp,Retired,26026.08,2017-02-20
6481,6482,Sipho,Pillay,59,North West,Mahikeng,Retired,40138.35,2012-06-03
6482,6483,Bongani,Van Wyk,24,Gauteng,Soweto,Unemployed,15980.59,2012-11-12
6483,6484,Naledi,Mabena,29,Free State,Welkom,Self-employed,27405.48,2013-05-14
6484,6485,Ethan,Naidoo,21,Gauteng,Midrand,Employed,12641.35,2021-12-31
6485,6486,Amahle,mabena,39,Eastern Cape, East London ,Employed,10279.0,2023-06-19
6486,6487,Sipho,Dlamini,40,KwaZulu-Natal,Pietermaritzburg,Employed,39187.05,2022-06-19
6487,6488,Oliver,Van Wyk,25,Western Cape,Paarl,Student,28511.24,2023-09-29
6488,6489,Zanele,Molefe,43,Western Cape,Stellenbosch,Employed,"R 25,142.07",2012-02-13
6489,6490,Naledi,Nkosi,26,Western Cape,George,Employed,"33,006",2025-10-07
6490,6491,Lucas,Williams,33,Gauteng,Pretoria,EMPLOYED,30011.49,2022-04-24
6491,6492,kabelo,Mabena,45,Gauteng,Midrand,Employed,"R 20,217.11",2023-12-06
6492,6493,Ava,Naidoo,26,Mpumalanga,Emalahleni,Employed,10179.74,2016-01-22
6493,6494,Lucas,Pillay,18,KwaZulu-Natal,Richards Bay,SELF-EMPLOYED,36461.73,2016-01-12
6494,6495,Lucas,Adams,39,Limpopo,Thohoyandou,Employed,33672.76,2017-05-09
6495,6496,Anele,Williams,36,Limpopo,Tzaneen,Student,,2020-12-06
6496,6497,Emma,Jacobs,72,Free State,Bethlehem,Employed,25327.7,2024-07-27
6497,6498,Emma,Van Wyk,56,Gauteng,Pretoria,Retired,31104.71,2015-10-21
6498,6499,Nomsa,Mabena,46,mpumalanga,Mbombela,Unemployed,39624.94,2021-07-03
6499,6500,Zanele,Nkosi,24,FREE STATE,Welkom,Employed,13240.68,2019-07-09
6500,6501,Ethan,Botha,34,Free State,Welkom,Unemployed,39785.1,27/06/2012
6501,6502,Naledi,Mahlangu,20,Mpumalanga,Mbombela,Self-employed,8894.06,2023-06-16
6502,6503,Lerato,Naidoo,41,KwaZulu-Natal,Durban,Employed,23376.6,2016-12-16
6503,6504,Lerato,Mahlangu,23,KwaZulu-Natal,Richards Bay,Employed,7289.05,2024-04-13
6504,6505,Ethan,Ndlovu,58,Mpumalanga,Secunda,Employed,35580.45,2023-06-25
6505,6506,Anele,Dlamini,41,KwaZulu-Natal,Pietermaritzburg,Employed,23600.81,2017/02/21
6506,6507,Amahle,Mahlangu,41,Limpopo,Tzaneen,Employed,12953.67,2015-07-09
6507,6508,Ava,Molefe,35,Western Cape,George,Employed,16796.55,2019-06-29
6508,6509,Ayanda,Mabena,21,western cape,Stellenbosch,Employed,18904.86,2022-09-20
6509,6510,Thabo,Naidoo,45,KwaZulu-Natal,Pietermaritzburg,Self-employed,18212.2,2012-09-07
6510,6511,Sophia,Mokoena,18,Western Cape,George,Unemployed,6916.48,2020-08-21
6511,6512,Sipho,Khumalo,36,Northern Cape,Kuruman,Employed,29094.12,2020-08-08
6512,6513,Sipho,Jacobs,56,Western Cape,Paarl,Employed,10679.76,2021-12-13
6513,6514,Sibusiso,Adams,48,Eastern Cape,Mthatha,Self-employed,39971.71,2021-09-06
6514,6515,Sipho,Sithole,49,Gauteng,Pretoria,Employed,19641.11,2018-07-06
6515,6516,Amahle, Adams ,48,North West,Rustenburg,Employed,12247.69,2015-10-06
6516,6517,Emma,Naidoo,37,Gauteng,Johannesburg,Unemployed,5891.67,2014-09-05
6517,6518,Anele,Mabena,36,Western Cape,Paarl,Student,12414.62,2019-01-09
6518,6519,Ayanda,Khumalo,40,Western Cape,Stellenbosch,Employed,,2013-10-23
6519,6520,Bongani,Williams,30,KwaZulu-Natal,Durban,Self-employed,19840.87,2015-09-17
6520,6521,Sipho,Williams,18,Northern Cape,Kimberley,Student,17587.5,2015-11-18
6521,6522,Thabo,Pillay,30,Northern Cape,Kimberley,Employed,18352.66,2023-01-06
6522,6523,Lucas,Nkosi,51,Gauteng,Johannesburg,Employed,34933.96,2018-08-10
6523,6524,Emma,Jacobs,31,KwaZulu-Natal,Durban,Employed,30598.72,2025-12-23
6524,6525,Noah,Van Wyk,26,Western Cape,Paarl,Employed,42065.1,2016-06-22
6525,6526,Anele,Van Wyk,39,KwaZulu-Natal,Pietermaritzburg,Employed,86247.73,2019-03-12
6526,6527,Emma,Ndlovu,41,KwaZulu-Natal,richards bay,Employed,9332.99,2025-01-04
6527,6528,Lucas,Williams,42,Gauteng,Pretoria,Employed,9026.95,2015-11-21
6528,6529,Zanele,Adams,27,Kwazulu-Natal,durban,Employed,14997.78,2016-07-23
6529,6530,Liam,Williams,76,Mpumalanga,Emalahleni,Self-Employed,42123.55,2023-03-25
6530,6531,Kabelo,Ndlovu,39,Western Cape,Stellenbosch,Self-employed,10747.22,16 Oct 2019
6531,6532,Sipho,Botha,66,Gauteng,Johannesburg,Unemployed,29038.8,2021-03-12
6532,6533,Zanele,Mabena,68,Gauteng,Midrand,Employed,34216.56,2012-09-04
